,XUC4 Curncy,XUC4 Curncy,XUC4 Curncy,XUC4 Curncy,XUC4 Curncy,XUC4 Curncy,XUC4 Curncy
2020-09-03,7.0678,7.0793,7.0658,7.0834,32.0,XUCU1,598.0
2020-09-04,7.0875,7.0875,7.0821,7.0873,75.0,XUCU1,663.0
2020-09-07,7.1496,7.1496,7.071,7.0807,49.0,XUCU1,701.0
2020-09-08,7.1689,7.1689,7.0489,7.0884,66.0,XUCU1,754.0
2020-09-09,,,,7.0913,,XUCU1,752.0
2020-09-10,7.0689,7.072,7.0689,7.0824,11.0,XUCU1,753.0
2020-09-11,7.0746,7.0746,7.0746,7.0768,10.0,XUCU1,752.0
2020-09-14,7.0647,7.0677,7.0635,7.065,14.0,XUCU1,755.0
2020-09-15,7.0604,7.0604,7.0096,7.0122,123.0,XUCU1,830.0
2020-09-16,7.001,7.0048,6.998,6.9889,34.0,XUCU1,828.0
2020-09-17,6.9919,7.0035,6.9839,7.0045,78.0,XUCU1,879.0
2020-09-18,6.9893,6.9893,6.9817,6.9874,8.0,XUCU1,883.0
2020-09-21,6.9939,7.0068,6.9939,7.0163,17.0,XUCU1,885.0
2020-09-22,7.0166,7.0314,7.0166,7.0195,109.0,XUCU1,919.0
2020-09-23,7.0221,7.0231,7.0221,7.0244,6.0,XUCU1,921.0
2020-09-24,7.0484,7.0626,7.0228,7.0735,105.0,XUCU1,1018.0
2020-09-25,7.0706,7.0706,7.0634,7.0723,26.0,XUCU1,1029.0
2020-09-28,7.0604,7.069,7.0604,7.0605,30.0,XUCU1,1019.0
2020-09-29,7.0528,7.0528,7.0523,7.0564,2.0,XUCU1,1020.0
2020-09-30,7.0366,7.0409,7.0335,7.0431,111.0,XUCU1,1121.0
2020-10-01,6.9886,6.9886,6.9658999999999995,6.9719,14.0,XUCU1,1120.0
2020-10-02,6.9628,6.9629,6.9579,6.9912,11.0,XUCU1,1114.0
2020-10-05,6.9787,6.9787,6.9787,6.9591,1.0,XUCU1,1115.0
2020-10-06,6.9559,6.9559,6.9399,6.9546,36.0,XUCU1,1134.0
2020-10-07,6.9543,6.9551,6.9543,6.9607,80.0,XUCU1,1194.0
2020-10-08,6.9565,6.9565,6.9565,6.9638,1.0,XUCU1,1194.0
2020-10-09,6.9707,6.9707,6.9297,6.9298,23.0,XUCU1,1195.0
2020-10-12,6.9211,6.9787,6.914,6.9859,173.0,XUCU1,1254.0
2020-10-13,6.9747,6.9939,6.9662,6.9693000000000005,90.0,XUCU1,1316.0
2020-10-14,6.9789,6.9789,6.9647,6.9613,79.0,XUCU1,1372.0
2020-10-15,6.9627,6.9627,6.9364,6.9593,58.0,XUCU1,1366.0
2020-10-16,6.9576,6.961,6.9304,6.9294,93.0,XUCU1,1335.0
2020-10-19,6.9139,6.9289,6.9139,6.9138,16.0,XUCU1,1320.0
2020-10-20,6.8995,6.9039,6.8995,6.905,33.0,XUCU1,1353.0
2020-10-21,6.9074,6.9074,6.8611,6.8707,65.0,XUCU1,1354.0
2020-10-22,6.8576,6.8667,6.8576,6.8957,16.0,XUCU1,1335.0
2020-10-23,6.8932,6.9028,6.8778,6.8794,101.0,XUCU1,1348.0
2020-10-26,6.8993,6.907,6.899,6.9216,8.0,XUCU1,1348.0
2020-10-27,6.9289,6.9333,6.9158,6.9461,180.0,XUCU1,1439.0
2020-10-28,6.9439,6.9439,6.9439,6.9429,15.0,XUCU1,1398.0
2020-10-29,6.9374,6.9376,6.9243,6.9358,64.0,XUCU1,1424.0
2020-10-30,6.9063,6.9237,6.9063,6.9133,129.0,XUCU1,1375.0
2020-11-02,6.9089,6.9189,6.9038,6.9103,20.0,XUCU1,1380.0
2020-11-03,6.9059,6.9064,6.9022,6.8991,30.0,XUCU1,1383.0
2020-11-04,6.9389,7.0021,6.9132,6.9405,181.0,XUCU1,1392.0
2020-11-05,6.8989,6.8989,6.844,6.8401,217.0,XUCU1,1434.0
2020-11-06,6.8239,6.8411,6.8234,6.8294,164.0,XUCU1,1500.0
2020-11-09,6.8104,6.8104,6.7693,6.7836,107.0,XUCU1,1494.0
2020-11-10,6.7796,6.8252,6.7749,6.8159,127.0,XUCU1,1509.0
2020-11-11,6.8169,6.8289,6.7989,6.8319,313.0,XUCU1,1686.0
2020-11-12,6.8307,6.8437,6.8307,6.8375,83.0,XUCU1,1723.0
2020-11-13,6.8336,6.8408,6.8296,6.832,95.0,XUCU1,1727.0
2020-11-16,6.7894,6.7896,6.7894,6.7940000000000005,4.0,XUCU1,1724.0
2020-11-17,6.7916,6.7986,6.7615,6.7682,251.0,XUCU1,1678.0
2020-11-18,6.7722999999999995,6.7722999999999995,6.7473,6.7631,89.0,XUCU1,1701.0
2020-11-19,6.7782,6.7997,6.7780000000000005,6.8023,40.0,XUCU1,1718.0
2020-11-20,6.7951,6.7953,6.777,6.7855,83.0,XUCU1,1719.0
2020-11-23,6.7688,6.7777,6.7688,6.779,21.0,XUCU1,1729.0
2020-11-24,6.7864,6.7951,6.7864,6.7896,61.0,XUCU1,1761.0
2020-11-25,6.7999,6.8103,6.7866,6.788,18.0,XUCU1,1756.0
2020-11-26,6.7876,6.7902000000000005,6.7713,6.7868,123.0,XUCU1,1830.0
2020-11-27,6.7896,6.7896,6.786,6.7907,38.0,XUCU1,1858.0
2020-11-30,6.7812,6.7894,6.7803,6.7836,49.0,XUCU1,1860.0
2020-12-01,6.7834,6.7834,6.771,6.7732,87.0,XUCU1,1882.0
2020-12-02,6.7475000000000005,6.8109,6.7475000000000005,6.7677,208.0,XUCZ1,1826.0
2020-12-03,6.7475000000000005,6.7993,6.7475000000000005,6.7574,108.0,XUCZ1,1902.0
2020-12-04,6.7262,6.7278,6.7202,6.7256,165.0,XUCZ1,2025.0
2020-12-07,6.7172,6.7207,6.7172,6.7387,32.0,XUCZ1,2025.0
2020-12-08,6.7162,6.7162,6.7162,6.7174,15.0,XUCZ1,2020.0
2020-12-09,6.7195,6.7195,6.686,6.7035,132.0,XUCZ1,2075.0
2020-12-10,6.7028,6.7028,6.6971,6.7188,73.0,XUCZ1,2140.0
2020-12-11,6.6892,6.7283,6.6892,6.7265,15.0,XUCZ1,2140.0
2020-12-14,6.7095,6.711,6.7095,6.7072,8.0,XUCZ1,2140.0
2020-12-15,6.7211,6.7211,6.7078,6.7163,32.0,XUCZ1,2140.0
2020-12-16,6.7014,6.7045,6.6831,6.6912,113.0,XUCZ1,2153.0
2020-12-17,6.6642,6.6795,6.6642,6.6932,5.0,XUCZ1,2150.0
2020-12-18,6.6926,6.7057,6.6922,6.7067,110.0,XUCZ1,2226.0
2020-12-21,6.7054,6.717,6.7052,6.7333,10.0,XUCZ1,2232.0
2020-12-22,6.718,6.7234,6.718,6.7204,25.0,XUCZ1,2229.0
2020-12-23,6.721,6.721,6.7099,6.7035,25.0,XUCZ1,2231.0
2020-12-24,6.7001,6.7001,6.6927,6.7031,10.0,XUCZ1,2237.0
2020-12-25,,,,6.6907,,XUCZ1,2237.0
2020-12-28,6.6964,6.7043,6.6964,6.7116,7.0,XUCZ1,2238.0
2020-12-29,6.7129,6.7129,6.6979,6.7003,236.0,XUCZ1,2414.0
2020-12-30,6.6995000000000005,6.7013,6.6775,6.6929,82.0,XUCZ1,2380.0
2020-12-31,6.6743,6.6831,6.672,6.6872,21.0,XUCZ1,2370.0
2021-01-04,6.6592,6.6625,6.6136,6.6172,67.0,XUCZ1,2348.0
2021-01-05,6.5766,6.6042,6.5708,6.6103,193.0,XUCZ1,2450.0
2021-01-06,6.6023,6.6071,6.5898,6.6007,181.0,XUCZ1,2536.0
2021-01-07,6.6132,6.6132,6.5901,6.6019,442.0,XUCZ1,2820.0
2021-01-08,6.605,6.6199,6.5973,6.6124,452.0,XUCZ1,3113.0
2021-01-11,6.6023,6.6301,6.6023,6.632,25.0,XUCZ1,3112.0
2021-01-12,6.6254,6.6254,6.6051,6.6082,133.0,XUCZ1,3104.0
2021-01-13,6.5856,6.6061,6.5856,6.6105,190.0,XUCZ1,3134.0
2021-01-14,6.6152999999999995,6.6159,6.6109,6.6139,78.0,XUCZ1,3156.0
2021-01-15,6.6096,6.6261,6.6096,6.6349,69.0,XUCZ1,3162.0
2021-01-18,6.6397,6.6606,6.6381,6.6682,37.0,XUCZ1,3170.0
2021-01-19,6.6615,6.6616,6.6486,6.6433,100.0,XUCZ1,3182.0
2021-01-20,6.6391,6.6391,6.6187000000000005,6.6255,53.0,XUCZ1,3179.0
2021-01-21,6.6256,6.6256,6.619,6.6166,4.0,XUCZ1,3181.0
2021-01-22,6.6202,6.6295,6.6202,6.6413,49.0,XUCZ1,3182.0
2021-01-25,6.6495,6.6495,6.6358,6.6536,83.0,XUCZ1,3191.0
2021-01-26,6.6466,6.6514,6.6399,6.6499,124.0,XUCZ1,3190.0
2021-01-27,6.6396,6.6406,6.6319,6.6475,169.0,XUCZ1,3202.0
2021-01-28,6.6594999999999995,6.681,6.6594999999999995,6.6644,109.0,XUCZ1,3189.0
2021-01-29,6.6597,6.6597,6.6227,6.6268,165.0,XUCZ1,3232.0
2021-02-01,6.6164,6.6342,6.607,6.6368,112.0,XUCZ1,3242.0
2021-02-02,6.6295,6.6317,6.6284,6.6289,142.0,XUCZ1,3274.0
2021-02-03,6.6305,6.6306,6.6255,6.6369,33.0,XUCZ1,3279.0
2021-02-04,6.6222,6.6353,6.6222,6.6423,152.0,XUCZ1,3330.0
2021-02-05,6.6414,6.6495,6.6414,6.649,4.0,XUCZ1,3334.0
2021-02-08,6.6348,6.6348,6.6256,6.6297,13.0,XUCZ1,3334.0
2021-02-09,6.626,6.626,6.6006,6.5953,38.0,XUCZ1,3316.0
2021-02-10,6.5936,6.5945,6.5888,6.5995,46.0,XUCZ1,3322.0
2021-02-11,,,,6.5938,,XUCZ1,3322.0
2021-02-12,6.5879,6.5879,6.5879,6.6061,1.0,XUCZ1,3322.0
2021-02-15,6.5944,6.5944,6.5944,6.5755,1.0,XUCZ1,3323.0
2021-02-16,6.5693,6.5835,6.5683,6.5851,72.0,XUCZ1,3354.0
2021-02-17,6.5931999999999995,6.6183,6.5931999999999995,6.6165,40.0,XUCZ1,3364.0
2021-02-18,6.6137,6.6296,6.6074,6.6302,31.0,XUCZ1,3363.0
2021-02-19,6.6265,6.6348,6.6171,6.6185,50.0,XUCZ1,3366.0
2021-02-22,6.6203,6.6403,6.6203,6.6414,37.0,XUCZ1,3383.0
2021-02-23,6.6431000000000004,6.6441,6.6265,6.6370000000000005,34.0,XUCZ1,3390.0
2021-02-24,6.6394,6.6411,6.6284,6.6146,67.0,XUCZ1,3404.0
2021-02-25,6.6259,6.6295,6.619,6.6192,124.0,XUCZ1,3492.0
2021-02-26,6.6495,6.6575,6.6409,6.6487,98.0,XUCZ1,3503.0
2021-03-01,6.6427,6.6476,6.6272,6.6379,23.0,XUCZ1,3486.0
2021-03-02,6.6383,6.6432,6.6383,6.6474,52.0,XUCZ1,3513.0
2021-03-03,,,,6.6361,,XUCF2,
2021-03-04,,,,6.6419,,XUCF2,
2021-03-05,,,,6.6632,,XUCF2,
2021-03-08,,,,6.72,,XUCF2,
2021-03-09,,,,6.6937999999999995,,XUCF2,
2021-03-10,,,,6.6841,,XUCF2,
2021-03-11,,,,6.657,,XUCF2,
2021-03-12,,,,6.681,,XUCF2,
2021-03-15,,,,6.6727,,XUCF2,
2021-03-16,,,,6.6690000000000005,,XUCF2,
2021-03-17,,,,6.6727,,XUCF2,
2021-03-18,,,,6.6727,,XUCF2,
2021-03-19,,,,6.6828,,XUCF2,
2021-03-22,,,,6.6796,,XUCF2,
2021-03-23,,,,6.6842,,XUCF2,
2021-03-24,,,,6.6893,,XUCF2,
2021-03-25,,,,6.7085,,XUCF2,
2021-03-26,,,,6.7103,,XUCF2,
2021-03-29,,,,6.7335,,XUCF2,
2021-03-30,,,,6.7404,,XUCF2,
2021-03-31,,,,6.7276,,XUCF2,
2021-04-01,,,,6.7477,,XUCF2,
2021-04-02,,,,6.7332,,XUCF2,
2021-04-05,,,,6.74,,XUCF2,
2021-04-06,,,,6.7204,,XUCF2,
2021-04-07,,,,6.7108,,XUCF2,
2021-04-08,,,,6.7137,,XUCF2,
2021-04-09,,,,6.7219999999999995,,XUCF2,
2021-04-12,,,,6.7097,,XUCF2,
2021-04-13,,,,6.7062,,XUCF2,
2021-04-14,,,,6.6904,,XUCF2,
2021-04-15,,,,6.6815999999999995,,XUCF2,
2021-04-16,,,,6.6793,,XUCF2,
2021-04-19,,,,6.6599,,XUCF2,
2021-04-20,,,,6.6455,,XUCF2,
2021-04-21,,,,6.6458,,XUCF2,
2021-04-22,,,,6.6334,,XUCF2,
2021-04-23,,,,6.6387,,XUCF2,
2021-04-26,,,,6.6279,,XUCF2,
2021-04-27,,,,6.6262,,XUCF2,
2021-04-28,,,,6.6256,,XUCF2,
2021-04-29,,,,6.608,,XUCF2,
2021-04-30,,,,6.6067,,XUCF2,
2021-05-03,,,,6.6231,,XUCF2,
2021-05-04,,,,6.6291,,XUCF2,
2021-05-05,,,,6.6298,,XUCF2,
2021-05-06,,,,6.6127,,XUCF2,
2021-05-07,,,,6.5857,,XUCF2,
2021-05-10,,,,6.5386,,XUCF2,
2021-05-11,,,,6.549,,XUCF2,
2021-05-12,,,,6.5692,,XUCF2,
2021-05-13,,,,6.5894,,XUCF2,
2021-05-14,,,,6.5685,,XUCF2,
2021-05-17,,,,6.5732,,XUCF2,
2021-05-18,,,,6.5537,,XUCF2,
2021-05-19,,,,6.5663,,XUCF2,
2021-05-20,,,,6.5649999999999995,,XUCF2,
2021-05-21,,,,6.5542,,XUCF2,
2021-05-24,,,,6.5522,,XUCF2,
2021-05-25,,,,6.522,,XUCF2,
2021-05-26,,,,6.5021,,XUCF2,
2021-05-27,,,,6.4897,,XUCF2,
2021-05-28,,,,6.4821,,XUCF2,
2021-05-31,,,,6.4872,,XUCF2,
2021-06-01,,,,6.4953,,XUCG2,
2021-06-02,,,,6.5008,,XUCG2,
2021-06-03,,,,6.5039,,XUCG2,
2021-06-04,,,,6.5258,,XUCG2,
2021-06-07,,,,6.5111,,XUCG2,
2021-06-08,,,,6.5145,,XUCG2,
2021-06-09,,,,6.5024999999999995,,XUCG2,
2021-06-10,,,,6.501,,XUCG2,
2021-06-11,,,,6.5061,,XUCG2,
2021-06-14,,,,6.5317,,XUCG2,
2021-06-15,,,,6.5203,,XUCG2,
2021-06-16,,,,6.5116,,XUCG2,
2021-06-17,,,,6.5562000000000005,,XUCG2,
2021-06-18,,,,6.5639,,XUCG2,
2021-06-21,,,,6.5906,,XUCG2,
2021-06-22,,,,6.6028,,XUCG2,
2021-06-23,,,,6.6012,,XUCG2,
2021-06-24,,,,6.5851,,XUCG2,
2021-06-25,,,,6.57,,XUCG2,
2021-06-28,,,,6.5759,,XUCG2,
2021-06-29,,,,6.5753,,XUCG2,
2021-06-30,,,,6.5756,,XUCG2,
2021-07-01,,,,6.5846,,XUCG2,
2021-07-02,,,,6.6033,,XUCG2,
2021-07-05,,,,6.5764,,XUCG2,
2021-07-06,,,,6.582,,XUCG2,
2021-07-07,,,,6.58,,XUCG2,
2021-07-08,,,,6.6024,,XUCG2,
2021-07-09,,,,6.6057,,XUCG2,
2021-07-12,,,,6.5888,,XUCG2,
2021-07-13,,,,6.5808,,XUCG2,
2021-07-14,,,,6.5868,,XUCG2,
2021-07-15,,,,6.5687,,XUCG2,
2021-07-16,,,,6.5801,,XUCG2,
2021-07-19,,,,6.6041,,XUCG2,
2021-07-20,,,,6.599,,XUCG2,
2021-07-21,,,,6.5882,,XUCG2,
2021-07-22,,,,6.5776,,XUCG2,
2021-07-23,,,,6.5908999999999995,,XUCG2,
2021-07-26,,,,6.5983,,XUCG2,
2021-07-27,,,,6.6277,,XUCG2,
2021-07-28,,,,6.6276,,XUCG2,
2021-07-29,,,,6.5754,,XUCG2,
2021-07-30,,,,6.5735,,XUCG2,
2021-08-02,,,,6.5716,,XUCG2,
2021-08-03,,,,6.573,,XUCG2,
2021-08-04,,,,6.5655,,XUCG2,
2021-08-05,,,,6.5628,,XUCG2,
2021-08-06,,,,6.5731,,XUCG2,
2021-08-09,,,,6.5853,,XUCG2,
2021-08-10,,,,6.5931,,XUCG2,
2021-08-11,,,,6.5972,,XUCG2,
2021-08-12,,,,6.5815,,XUCG2,
2021-08-13,,,,6.5913,,XUCG2,
2021-08-16,,,,6.5817,,XUCG2,
2021-08-17,,,,6.5873,,XUCG2,
2021-08-18,,,,6.5878,,XUCG2,
2021-08-19,,,,6.5947,,XUCG2,
2021-08-20,,,,6.6035,,XUCG2,
2021-08-23,,,,6.5863,,XUCG2,
2021-08-24,,,,6.5801,,XUCG2,
2021-08-25,,,,6.5708,,XUCG2,
2021-08-26,,,,6.5761,,XUCG2,
2021-08-27,6.571,6.5761,6.5705,6.5744,357.0,XUCH2,3571.0
2021-08-30,6.5653,6.5653,6.5577,6.5619,75.0,XUCH2,3587.0
2021-08-31,6.558,6.5616,6.5469,6.5535,90.0,XUCH2,3650.0
2021-09-01,6.5506,6.553,6.5454,6.5604,75.0,XUCH2,3664.0
2021-09-02,6.5494,6.5527999999999995,6.5494,6.5498,97.0,XUCH2,3637.0
2021-09-03,6.5496,6.5496,6.5375,6.5377,81.0,XUCH2,3571.0
2021-09-06,6.535,6.545,6.5207,6.5443,485.0,XUCH2,3232.0
2021-09-07,6.5440000000000005,6.5512,6.5398,6.5537,953.0,XUCH2,3585.0
2021-09-08,6.5513,6.554,6.5468,6.5494,207.0,XUCH2,3642.0
2021-09-09,6.5476,6.5535,6.5403,6.5443999999999996,160.0,XUCH2,3635.0
2021-09-10,6.542,6.5445,6.5226,6.5255,651.0,XUCH2,3818.0
2021-09-13,6.52,6.5466,6.5187,6.5447,221.0,XUCH2,3912.0
2021-09-14,6.5466999999999995,6.5466999999999995,6.5305,6.5341000000000005,497.0,XUCH2,4047.0
2021-09-15,6.5348,6.5362,6.5208,6.521,801.0,XUCH2,4027.0
2021-09-16,6.5222,6.5334,6.5166,6.535,646.0,XUCH2,4172.0
2021-09-17,6.538,6.5489,6.5327,6.5423,538.0,XUCH2,4090.0
2021-09-20,6.5415,6.5778,6.5399,6.5756,400.0,XUCH2,4228.0
2021-09-21,6.5708,6.577,6.5637,6.5687999999999995,181.0,XUCH2,4254.0
2021-09-22,6.5729,6.5884,6.5588999999999995,6.5603,667.0,XUCH2,4315.0
2021-09-23,6.5600000000000005,6.5647,6.542,6.5443999999999996,1068.0,XUCH2,4303.0
2021-09-24,6.5466,6.554,6.5422,6.5519,533.0,XUCH2,4192.0
2021-09-27,6.5562000000000005,6.5593,6.5395,6.5488,1048.0,XUCH2,4484.0
2021-09-28,6.5511,6.5511,6.5366,6.5432,523.0,XUCH2,4460.0
2021-09-29,6.5452,6.5533,6.542,6.5476,726.0,XUCH2,4636.0
2021-09-30,6.5474,6.554,6.542,6.5454,801.0,XUCH2,5016.0
2021-10-01,6.5456,6.5489,6.5078,6.518,685.0,XUCH2,5182.0
2021-10-04,6.515,6.5338,6.51,6.533,299.0,XUCH2,5231.0
2021-10-05,6.5232,6.5306999999999995,6.5232,6.5277,31.0,XUCH2,5242.0
2021-10-06,6.5265,6.5438,6.5253,6.5452,130.0,XUCH2,5272.0
2021-10-07,6.5452,6.5452,6.5264,6.533,85.0,XUCH2,5305.0
2021-10-08,6.5328,6.5355,6.527,6.532,798.0,XUCH2,5290.0
2021-10-11,6.5311,6.5314,6.5189,6.5305,2327.0,XUCH2,5843.0
2021-10-12,6.5332,6.5458,6.5332,6.5346,1067.0,XUCH2,6206.0
2021-10-13,6.5341000000000005,6.5356,6.5241,6.527,1121.0,XUCH2,6605.0
2021-10-14,6.5243,6.5278,6.505,6.511,2913.0,XUCH2,7739.0
2021-10-15,6.5111,6.5156,6.499,6.507,1301.0,XUCH2,7615.0
2021-10-18,6.5085,6.5158000000000005,6.5036000000000005,6.5071,1647.0,XUCH2,8339.0
2021-10-19,6.5062,6.5087,6.4582,6.4589,1042.0,XUCH2,8525.0
2021-10-20,6.4575,6.4674,6.4456,6.4649,2341.0,XUCH2,8472.0
2021-10-21,6.4647,6.4725,6.4577,6.4683,1644.0,XUCH2,8710.0
2021-10-22,6.4697,6.471,6.4553,6.4556000000000004,2148.0,XUCH2,9276.0
2021-10-25,6.4523,6.46,6.4467,6.4563,1401.0,XUCH2,9177.0
2021-10-26,6.4554,6.4579,6.446,6.4485,804.0,XUCH2,9320.0
2021-10-27,6.4478,6.4628,6.4455,6.4617,1660.0,XUCH2,9672.0
2021-10-28,6.4608,6.471,6.4557,6.4635,4638.0,XUCH2,10140.0
2021-10-29,6.462,6.464,6.4494,6.4593,6103.0,XUCH2,11730.0
2021-11-01,6.4594,6.4776,6.4574,6.4622,5370.0,XUCH2,13258.0
2021-11-02,6.4604,6.4647,6.4561,6.4565,,XUCH2,
