,AUA2 Comdty,AUA2 Comdty,AUA2 Comdty,AUA2 Comdty,AUA2 Comdty,AUA2 Comdty,AUA2 Comdty
2021-02-08,,,,,,AUAU1,
2021-02-09,,,,,,AUAU1,
2021-02-10,,,,,,AUAU1,
2021-02-18,,,,,,AUAU1,
2021-02-19,,,,,,AUAU1,
2021-02-22,,,,,,AUAU1,
2021-02-23,,,,,,AUAU1,
2021-02-24,,,,,,AUAU1,
2021-02-25,,,,,,AUAU1,
2021-02-26,,,,,,AUAU1,
2021-03-01,,,,,,AUAU1,
2021-03-02,,,,,,AUAU1,
2021-03-03,,,,,,AUAU1,
2021-03-04,,,,,,AUAU1,
2021-03-05,,,,,,AUAU1,
2021-03-08,,,,,,AUAU1,
2021-03-09,,,,,,AUAU1,
2021-03-10,,,,,,AUAU1,
2021-03-11,,,,,,AUAU1,
2021-03-12,,,,,,AUAU1,
2021-03-15,,,,,,AUAU1,
2021-03-16,,,,,,AUAU1,
2021-03-17,,,,,,AUAU1,
2021-03-18,,,,,,AUAU1,
2021-03-19,,,,,,AUAU1,
2021-03-22,,,,,,AUAU1,
2021-03-23,,,,,,AUAU1,
2021-03-24,,,,,,AUAU1,
2021-03-25,,,,,,AUAU1,
2021-03-26,,,,,,AUAU1,
2021-03-29,,,,,,AUAU1,
2021-03-30,,,,,,AUAU1,
2021-03-31,,,,,,AUAU1,
2021-04-01,,,,,,AUAU1,
2021-04-02,,,,,,AUAU1,
2021-04-06,,,,,,AUAU1,
2021-04-07,,,,,,AUAU1,
2021-04-08,,,,,,AUAU1,
2021-04-09,,,,,,AUAU1,
2021-04-12,,,,,,AUAU1,
2021-04-13,,,,,,AUAU1,
2021-04-14,,,,,,AUAU1,
2021-04-15,,,,,,AUAU1,
2021-04-16,,,,,,AUAU1,
2021-04-19,,,,,,AUAU1,
2021-04-20,,,,,,AUAU1,
2021-04-21,,,,,,AUAU1,
2021-04-22,,,,,,AUAU1,
2021-04-23,,,,,,AUAU1,
2021-04-26,,,,,,AUAU1,
2021-04-27,,,,,,AUAU1,
2021-04-28,,,,,,AUAU1,
2021-04-29,,,,,,AUAU1,
2021-04-30,,,,,,AUAU1,
2021-05-06,,,,,,AUAU1,
2021-05-07,,,,,,AUAU1,
2021-05-10,,,,,,AUAU1,
2021-05-11,,,,,,AUAU1,
2021-05-12,,,,,,AUAU1,
2021-05-13,,,,,,AUAU1,
2021-05-14,,,,,,AUAU1,
2021-05-17,,,,,,AUAU1,
2021-05-18,,,,,,AUAU1,
2021-05-19,,,,,,AUAU1,
2021-05-20,,,,,,AUAU1,
2021-05-21,,,,,,AUAU1,
2021-05-24,,,,,,AUAU1,
2021-05-25,,,,,,AUAU1,
2021-05-26,,,,,,AUAU1,
2021-05-27,,,,,,AUAX1,
2021-05-28,,,,,,AUAX1,
2021-05-31,,,,,,AUAX1,
2021-06-01,,,,,,AUAX1,
2021-06-02,,,,,,AUAX1,
2021-06-03,,,,,,AUAX1,
2021-06-04,,,,,,AUAX1,
2021-06-07,,,,,,AUAX1,
2021-06-08,,,,,,AUAX1,
2021-06-09,,,,,,AUAX1,
2021-06-10,,,,,,AUAX1,
2021-06-11,,,,,,AUAX1,
2021-06-15,,,,,,AUAX1,
2021-06-16,,,,,,AUAF2,
2021-06-17,,,,,,AUAF2,
2021-06-18,,,,,,AUAF2,
2021-06-21,,,,,,AUAF2,
2021-06-22,,,,,,AUAF2,
2021-06-23,,,,,,AUAF2,
2021-06-24,,,,,,AUAF2,
2021-06-25,,,,,,AUAF2,
2021-06-28,,,,,,AUAF2,
2021-06-29,,,,,,AUAF2,
2021-06-30,,,,,,AUAF2,
2021-07-01,,,,,,AUAF2,
2021-07-02,,,,,,AUAF2,
2021-07-05,,,,,,AUAF2,
2021-07-06,,,,,,AUAF2,
2021-07-07,,,,,,AUAF2,
2021-07-08,,,,,,AUAF2,
2021-07-09,,,,,,AUAF2,
2021-07-12,,,,,,AUAF2,
2021-07-13,,,,,,AUAF2,
2021-07-14,,,,,,AUAF2,
2021-07-15,,,,,,AUAF2,
2021-07-16,,,,,,AUAF2,
2021-07-19,,,,,,AUAF2,
2021-07-20,,,,,,AUAF2,
2021-07-21,,,,,,AUAF2,
2021-07-22,,,,,,AUAF2,
2021-07-23,,,,,,AUAF2,
2021-07-26,,,,,,AUAF2,
2021-07-27,,,,,,AUAF2,
2021-07-28,,,,,,AUAF2,
2021-07-29,,,,,,AUAF2,
2021-07-30,,,,,,AUAF2,
2021-08-02,,,,,,AUAF2,
2021-08-03,,,,,,AUAF2,
2021-08-04,,,,,,AUAF2,
2021-08-05,,,,,,AUAF2,
2021-08-06,,,,,,AUAF2,
2021-08-09,,,,,,AUAF2,
2021-08-10,,,,,,AUAF2,
2021-08-11,,,,,,AUAF2,
2021-08-12,,,,,,AUAF2,
2021-08-13,,,,,,AUAF2,
2021-08-16,,,,,,AUAF2,
2021-08-17,,,,,,AUAF2,
2021-08-18,,,,,,AUAF2,
2021-08-19,,,,,,AUAF2,
2021-08-20,,,,,,AUAF2,
2021-08-23,,,,,,AUAF2,
2021-08-24,,,,,,AUAF2,
2021-08-25,,,,,,AUAF2,
2021-08-26,,,,,,AUAF2,
2021-08-27,,,,,,AUAF2,
2021-08-30,,,,,,AUAF2,
2021-08-31,,,,,,AUAF2,
2021-09-01,,,,,,AUAF2,
2021-09-02,,,,,,AUAF2,
2021-09-03,,,,,,AUAF2,
2021-09-06,,,,,,AUAF2,
2021-09-07,,,,,,AUAF2,
2021-09-08,,,,,,AUAF2,
2021-09-09,,,,,,AUAF2,
2021-09-10,,,,,,AUAF2,
2021-09-13,,,,,,AUAF2,
2021-09-14,,,,,,AUAF2,
2021-09-15,,,,,,AUAF2,
2021-09-16,,,,,,AUAF2,
2021-09-17,,,,,,AUAF2,
2021-09-22,,,,,,AUAF2,
2021-09-23,,,,,,AUAF2,
2021-09-24,,,,,,AUAF2,
2021-09-27,,,,,,AUAF2,
2021-09-28,,,,,,AUAF2,
2021-09-29,,,,,,AUAF2,
2021-09-30,,,,,,AUAF2,
2021-10-08,,,,,,AUAF2,
2021-10-11,,,,,,AUAF2,
2021-10-12,,,,,,AUAF2,
2021-10-13,,,,,,AUAF2,
2021-10-14,,,,,,AUAF2,
2021-10-15,,,,,,AUAF2,
2021-10-18,374.24,374.24,365.28,369.36,10.0,AUAF2,4.0
2021-10-19,369.68,369.68,367.8,368.52,22.0,AUAF2,6.0
2021-10-20,369.94,369.94,366.76,368.34,23.0,AUAF2,9.0
2021-10-21,370.34,370.96,369.2,369.94,15.0,AUAF2,8.0
2021-10-22,369.5,372.0,368.44,370.32,23.0,AUAF2,7.0
2021-10-25,373.66,375.76,370.08,372.14,40.0,AUAF2,14.0
2021-10-26,372.92,372.92,372.34,372.58,8.0,AUAF2,10.0
2021-10-27,371.78,371.78,367.64,368.9,44.0,AUAF2,18.0
2021-10-28,370.58,373.62,369.92,372.34,31.0,AUAF2,23.0
2021-10-29,371.74,373.56,371.74,372.48,15.0,AUAF2,21.0
2021-11-01,368.66,370.54,367.4,369.18,121.0,AUAF2,33.0
2021-11-02,370.12,372.2,370.12,371.0,30.0,AUAF2,28.0
