,AUA3 Comdty,AUA3 Comdty,AUA3 Comdty,AUA3 Comdty,AUA3 Comdty,AUA3 Comdty,AUA3 Comdty
2020-10-26,,,,,,AUAK1,
2020-10-27,,,,,,AUAK1,
2020-10-28,,,,,,AUAK1,
2020-10-29,,,,,,AUAK1,
2020-10-30,,,,,,AUAK1,
2020-11-02,,,,,,AUAK1,
2020-11-03,,,,,,AUAK1,
2020-11-04,,,,,,AUAK1,
2020-11-05,,,,,,AUAK1,
2020-11-06,,,,,,AUAK1,
2020-11-09,,,,,,AUAK1,
2020-11-10,,,,,,AUAK1,
2020-11-11,,,,,,AUAK1,
2020-11-12,,,,,,AUAK1,
2020-11-13,,,,,,AUAK1,
2020-11-16,,,,,,AUAK1,
2020-11-17,,,,,,AUAK1,
2020-11-18,,,,,,AUAK1,
2020-11-19,,,,,,AUAK1,
2020-11-20,,,,,,AUAK1,
2020-11-23,,,,,,AUAK1,
2020-11-24,,,,,,AUAK1,
2020-11-25,,,,,,AUAK1,
2020-11-26,385.0,386.0,382.84,384.44,29317.0,AUAM1,95174.0
2020-11-27,384.5,385.36,383.14,384.26,34441.0,AUAM1,101089.0
2020-11-30,384.08,384.08,371.94,376.62,68413.0,AUAM1,105409.0
2020-12-01,373.3,378.36,372.74,375.74,46056.0,AUAM1,104742.0
2020-12-02,381.14,383.92,381.02,382.34,53807.0,AUAM1,102064.0
2020-12-03,383.88,387.56,382.4,385.26,55488.0,AUAM1,98519.0
2020-12-04,388.0,388.64,384.02,386.72,45565.0,AUAM1,96642.0
2020-12-07,387.56,388.24,384.52,386.44,49371.0,AUAM1,96476.0
2020-12-08,385.58,393.08,384.86,389.96,59033.0,AUAM1,94535.0
2020-12-09,391.0,393.84,389.18,391.68,43669.0,AUAM1,92528.0
2020-12-10,389.82,391.16,385.6,387.62,49215.0,AUAM1,95039.0
2020-12-11,386.48,389.44,385.12,386.94,40651.0,AUAM1,93937.0
2020-12-14,385.42,389.02,385.0,386.72,36408.0,AUAM1,93147.0
2020-12-15,384.32,388.9,383.5,386.14,49347.0,AUAM1,93343.0
2020-12-16,389.16,392.06,388.76,390.56,51741.0,AUAM1,89294.0
2020-12-17,391.08,394.08,389.32,391.74,48216.0,AUAM1,90210.0
2020-12-18,394.48,398.16,394.48,396.24,51174.0,AUAM1,90223.0
2020-12-21,397.02,403.5,394.86,399.24,56107.0,AUAM1,93855.0
2020-12-22,398.48,398.5,395.02,397.02,61906.0,AUAM1,91997.0
2020-12-23,395.5,398.0,393.72,395.56,47219.0,AUAM1,92346.0
2020-12-24,393.5,397.24,393.0,395.64,48816.0,AUAM1,90642.0
2020-12-25,395.74,398.0,394.04,396.14,36051.0,AUAM1,89596.0
2020-12-28,396.7,401.76,390.0,399.16,51414.0,AUAM1,88335.0
2020-12-29,396.0,400.92,395.7,397.86,70713.0,AUAM1,88496.0
2020-12-30,395.74,397.54,394.4,396.2,42314.0,AUAM1,88212.0
2020-12-31,395.7,400.0,395.1,397.62,43832.0,AUAM1,88524.0
2021-01-04,401.4,403.0,401.32,402.4,41440.0,AUAM1,90712.0
2021-01-05,403.6,406.74,403.26,405.02,70833.0,AUAM1,92542.0
2021-01-06,405.7,406.94,403.66,405.44,70347.0,AUAM1,92356.0
2021-01-07,402.5,404.58,396.5,400.8,87343.0,AUAM1,93587.0
2021-01-08,400.68,401.1,397.5,399.4,63169.0,AUAM1,94150.0
2021-01-11,394.98,394.98,380.18,387.56,132997.0,AUAM1,95988.0
2021-01-12,386.22,389.7,383.56,386.62,76807.0,AUAM1,100652.0
2021-01-13,389.7,390.48,385.62,388.18,75048.0,AUAM1,103430.0
2021-01-14,,,,,,AUAX1,
2021-01-15,,,,,,AUAX1,
2021-01-18,,,,,,AUAX1,
2021-01-19,,,,,,AUAX1,
2021-01-20,,,,,,AUAX1,
2021-01-21,,,,,,AUAX1,
2021-01-22,,,,,,AUAX1,
2021-01-25,,,,,,AUAX1,
2021-01-26,,,,,,AUAX1,
2021-01-27,,,,,,AUAX1,
2021-01-28,,,,,,AUAX1,
2021-01-29,,,,,,AUAX1,
2021-02-01,,,,,,AUAX1,
2021-02-02,,,,,,AUAX1,
2021-02-03,,,,,,AUAX1,
2021-02-04,,,,,,AUAX1,
2021-02-05,,,,,,AUAX1,
2021-02-08,,,,,,AUAX1,
2021-02-09,,,,,,AUAX1,
2021-02-10,,,,,,AUAX1,
2021-02-18,,,,,,AUAX1,
2021-02-19,,,,,,AUAX1,
2021-02-22,,,,,,AUAX1,
2021-02-23,,,,,,AUAX1,
2021-02-24,,,,,,AUAX1,
2021-02-25,,,,,,AUAX1,
2021-02-26,,,,,,AUAX1,
2021-03-01,,,,,,AUAX1,
2021-03-02,,,,,,AUAX1,
2021-03-03,,,,,,AUAX1,
2021-03-04,,,,,,AUAX1,
2021-03-05,,,,,,AUAX1,
2021-03-08,,,,,,AUAX1,
2021-03-09,,,,,,AUAX1,
2021-03-10,,,,,,AUAX1,
2021-03-11,,,,,,AUAX1,
2021-03-12,,,,,,AUAX1,
2021-03-15,,,,,,AUAX1,
2021-03-16,,,,,,AUAX1,
2021-03-17,,,,,,AUAX1,
2021-03-18,,,,,,AUAX1,
2021-03-19,,,,,,AUAX1,
2021-03-22,,,,,,AUAX1,
2021-03-23,,,,,,AUAX1,
2021-03-24,,,,,,AUAX1,
2021-03-25,,,,,,AUAX1,
2021-03-26,,,,,,AUAX1,
2021-03-29,,,,,,AUAX1,
2021-03-30,,,,,,AUAX1,
2021-03-31,,,,,,AUAX1,
2021-04-01,,,,,,AUAX1,
2021-04-02,,,,,,AUAX1,
2021-04-06,,,,,,AUAX1,
2021-04-07,,,,,,AUAX1,
2021-04-08,,,,,,AUAX1,
2021-04-09,,,,,,AUAX1,
2021-04-12,,,,,,AUAX1,
2021-04-13,,,,,,AUAX1,
2021-04-14,,,,,,AUAX1,
2021-04-15,,,,,,AUAX1,
2021-04-16,,,,,,AUAX1,
2021-04-19,,,,,,AUAX1,
2021-04-20,,,,,,AUAX1,
2021-04-21,,,,,,AUAX1,
2021-04-22,,,,,,AUAX1,
2021-04-23,,,,,,AUAX1,
2021-04-26,,,,,,AUAX1,
2021-04-27,,,,,,AUAX1,
2021-04-28,,,,,,AUAX1,
2021-04-29,,,,,,AUAX1,
2021-04-30,,,,,,AUAX1,
2021-05-06,,,,,,AUAX1,
2021-05-07,,,,,,AUAX1,
2021-05-10,,,,,,AUAX1,
2021-05-11,,,,,,AUAX1,
2021-05-12,,,,,,AUAX1,
2021-05-13,,,,,,AUAX1,
2021-05-14,,,,,,AUAX1,
2021-05-17,,,,,,AUAX1,
2021-05-18,,,,,,AUAX1,
2021-05-19,,,,,,AUAX1,
2021-05-20,,,,,,AUAX1,
2021-05-21,,,,,,AUAX1,
2021-05-24,,,,,,AUAX1,
2021-05-25,,,,,,AUAX1,
2021-05-26,,,,,,AUAX1,
2021-05-27,396.92,397.0,392.6,394.68,102430.0,AUAZ1,134818.0
2021-05-28,394.42,394.42,391.1,392.68,144120.0,AUAZ1,137711.0
2021-05-31,392.28,395.58,391.76,393.8,150667.0,AUAZ1,145278.0
2021-06-01,394.56,397.28,393.68,395.54,110920.0,AUAZ1,152911.0
2021-06-02,396.9,397.12,389.1,393.2,178012.0,AUAZ1,153130.0
2021-06-03,390.96,392.42,386.74,390.44,142308.0,AUAZ1,156168.0
2021-06-04,382.74,384.6,370.1,379.5,212575.0,AUAZ1,155341.0
2021-06-07,385.88,386.94,384.14,385.5,120489.0,AUAZ1,159073.0
2021-06-08,385.5,390.78,385.4,388.22,108998.0,AUAZ1,158963.0
2021-06-09,387.46,388.8,385.96,387.76,93176.0,AUAZ1,160266.0
2021-06-10,388.22,389.16,384.88,387.2,117279.0,AUAZ1,161767.0
2021-06-11,387.94,391.32,387.28,389.08,107043.0,AUAZ1,161262.0
2021-06-15,383.46,384.88,380.12,382.04,87850.0,AUAZ1,166011.0
2021-06-16,383.58,383.74,381.14,381.9,63.0,AUAG2,110.0
2021-06-17,382.54,383.58,375.38,377.78,69.0,AUAG2,129.0
2021-06-18,375.0,375.0,371.32,372.18,30.0,AUAG2,147.0
2021-06-21,370.6,372.4,370.06,371.3,7.0,AUAG2,151.0
2021-06-22,373.16,375.54,372.82,374.14,13.0,AUAG2,156.0
2021-06-23,373.74,374.12,373.74,373.92,12.0,AUAG2,156.0
2021-06-24,376.02,376.02,372.86,373.86,14.0,AUAG2,156.0
2021-06-25,374.18,374.18,371.9,372.66,17.0,AUAG2,157.0
2021-06-28,374.06,374.06,370.34,371.94,4324.0,AUAG2,2046.0
2021-06-29,372.82,373.9,371.1,372.16,3882.0,AUAG2,3197.0
2021-06-30,369.0,369.68,367.04,368.02,6244.0,AUAG2,4942.0
2021-07-01,368.18,372.98,367.42,369.76,6814.0,AUAG2,5832.0
2021-07-02,372.42,373.82,370.86,372.8,5312.0,AUAG2,6350.0
2021-07-05,375.82,376.48,373.28,374.62,7064.0,AUAG2,7159.0
2021-07-06,375.12,378.46,372.56,376.28,4190.0,AUAG2,7261.0
2021-07-07,378.98,379.62,376.08,378.06,8783.0,AUAG2,7659.0
2021-07-08,378.16,379.08,376.8,377.78,5513.0,AUAG2,8153.0
2021-07-09,380.3,381.44,376.94,379.14,7488.0,AUAG2,8822.0
2021-07-12,378.82,380.54,377.18,378.82,4223.0,AUAG2,9276.0
2021-07-13,378.12,379.74,375.7,378.36,5872.0,AUAG2,10199.0
2021-07-14,378.2,380.64,377.52,379.7,4662.0,AUAG2,10608.0
2021-07-15,382.48,383.36,380.7,381.76,6166.0,AUAG2,10924.0
2021-07-16,381.98,383.76,380.88,382.26,4201.0,AUAG2,11028.0
2021-07-19,382.24,382.96,378.66,381.0,7237.0,AUAG2,11371.0
2021-07-20,380.28,382.24,379.04,380.78,5277.0,AUAG2,11502.0
2021-07-21,382.8,383.58,378.46,380.6,9526.0,AUAG2,11935.0
2021-07-22,378.18,378.44,376.62,377.54,8911.0,AUAG2,12674.0
2021-07-23,377.22,379.02,376.08,377.62,8085.0,AUAG2,13079.0
2021-07-26,378.78,380.32,376.86,378.24,11760.0,AUAG2,14657.0
2021-07-27,379.36,379.36,376.22,377.62,13918.0,AUAG2,15680.0
2021-07-28,378.9,381.54,378.4,379.76,16430.0,AUAG2,16666.0
2021-07-29,379.44,382.64,378.16,380.06,14262.0,AUAG2,16991.0
2021-07-30,383.18,383.96,382.1,383.0,13029.0,AUAG2,17095.0
2021-08-02,382.56,383.0,378.56,380.5,16487.0,AUAG2,17317.0
2021-08-03,378.72,381.0,378.3,379.42,9677.0,AUAG2,17519.0
2021-08-04,379.3,379.98,378.74,379.36,11465.0,AUAG2,17619.0
2021-08-05,382.58,383.24,378.22,380.36,15599.0,AUAG2,17638.0
2021-08-06,378.94,379.24,376.42,377.38,16202.0,AUAG2,18393.0
2021-08-09,372.48,372.62,363.4,368.58,26428.0,AUAG2,18684.0
2021-08-10,365.88,366.8,362.96,364.92,21030.0,AUAG2,18971.0
2021-08-11,363.6,364.98,361.64,363.42,17302.0,AUAG2,19110.0
2021-08-12,366.06,368.6,365.36,366.88,17919.0,AUAG2,18943.0
2021-08-13,367.02,369.3,365.94,367.58,16835.0,AUAG2,19018.0
2021-08-16,370.0,373.8,369.78,371.96,16448.0,AUAG2,18927.0
2021-08-17,372.9,376.28,372.72,374.5,14154.0,AUAG2,18933.0
2021-08-18,375.62,376.46,373.98,375.28,16166.0,AUAG2,19050.0
2021-08-19,375.56,375.92,373.08,374.4,21646.0,AUAG2,19142.0
2021-08-20,375.86,376.9,373.5,375.14,18216.0,AUAG2,18990.0
2021-08-23,375.26,376.16,373.18,375.0,18791.0,AUAG2,19086.0
2021-08-24,377.84,379.24,377.12,378.46,17005.0,AUAG2,19447.0
2021-08-25,379.56,379.62,376.06,378.0,16942.0,AUAG2,19013.0
2021-08-26,377.16,377.2,374.28,375.38,19996.0,AUAG2,18880.0
2021-08-27,374.62,379.3,373.56,376.26,21096.0,AUAG2,19166.0
2021-08-30,378.06,382.02,375.22,378.4,28396.0,AUAG2,19543.0
2021-08-31,379.94,380.48,378.36,379.42,15841.0,AUAG2,19935.0
2021-09-01,378.66,380.14,376.68,378.58,24968.0,AUAG2,19836.0
2021-09-02,380.36,381.06,378.12,379.42,17907.0,AUAG2,19890.0
2021-09-03,379.36,379.64,377.32,378.54,15649.0,AUAG2,19428.0
2021-09-06,380.98,382.8,379.64,381.32,22304.0,AUAG2,19785.0
2021-09-07,381.16,382.04,379.62,380.98,10286.0,AUAG2,19844.0
2021-09-08,378.76,380.1,375.38,377.02,23520.0,AUAG2,19934.0
2021-09-09,375.82,376.2,372.88,374.52,21152.0,AUAG2,20107.0
2021-09-10,374.4,376.56,372.9,374.98,24118.0,AUAG2,21004.0
2021-09-13,374.28,375.06,372.52,374.1,21740.0,AUAG2,21953.0
2021-09-14,373.54,375.88,373.44,374.74,16600.0,AUAG2,22469.0
2021-09-15,374.94,377.48,373.88,375.8,20604.0,AUAG2,23777.0
2021-09-16,375.22,375.36,371.92,373.98,21687.0,AUAG2,24468.0
2021-09-17,367.88,369.32,365.34,367.38,25902.0,AUAG2,25982.0
2021-09-22,372.42,374.18,371.84,373.26,8520.0,AUAG2,26383.0
2021-09-23,372.42,374.96,369.68,371.7,22421.0,AUAG2,27085.0
2021-09-24,369.98,369.98,366.26,367.54,28301.0,AUAG2,29464.0
2021-09-27,366.64,369.32,365.36,367.04,25447.0,AUAG2,29137.0
2021-09-28,368.18,369.02,364.44,367.64,24432.0,AUAG2,28378.0
2021-09-29,363.26,366.28,363.26,364.94,33185.0,AUAG2,26920.0
2021-09-30,365.14,365.54,362.7,364.32,35936.0,AUAG2,26142.0
2021-10-08,368.12,369.32,366.66,368.58,10972.0,AUAG2,26536.0
2021-10-11,371.54,373.06,366.96,369.8,29762.0,AUAG2,28209.0
2021-10-12,366.72,369.54,366.72,368.38,21624.0,AUAG2,28949.0
2021-10-13,368.52,370.48,368.08,369.16,25893.0,AUAG2,30096.0
2021-10-14,368.86,374.76,367.7,372.66,37079.0,AUAG2,29847.0
2021-10-15,375.24,376.36,373.32,374.78,22815.0,AUAG2,30032.0
2021-10-18,369.52,371.08,368.06,369.84,32290.0,AUAG2,30282.0
2021-10-19,368.5,369.92,368.1,369.04,28352.0,AUAG2,29872.0
2021-10-20,369.84,370.32,366.04,367.98,30977.0,AUAG2,28883.0
2021-10-21,370.82,371.48,368.7,370.28,33318.0,AUAG2,28892.0
2021-10-22,370.04,372.4,369.14,370.3,27938.0,AUAG2,28128.0
2021-10-25,374.6,375.46,369.44,372.58,43204.0,AUAG2,29754.0
2021-10-26,372.6,373.88,372.46,373.08,27683.0,AUAG2,33255.0
2021-10-27,372.08,372.3,368.2,369.64,31287.0,AUAG2,33621.0
2021-10-28,370.5,374.04,369.24,371.5,36307.0,AUAG2,35909.0
2021-10-29,373.12,375.18,371.52,373.08,36929.0,AUAG2,39735.0
2021-11-01,369.5,371.14,368.06,369.6,36454.0,AUAG2,39449.0
2021-11-02,370.58,373.0,370.34,371.78,30993.0,AUAG2,40329.0
