,CL4 Comdty,CL4 Comdty,CL4 Comdty,CL4 Comdty,CL4 Comdty,CL4 Comdty,CL4 Comdty
2020-09-14,33.76,34.14,33.34,33.76,28173.0,CLF1,125145.0
2020-09-15,33.89,34.9,33.59,34.67,44982.0,CLF1,126863.0
2020-09-16,34.75,36.56,34.73,36.39,55786.0,CLF1,129461.0
2020-09-17,36.49,37.41,35.67,37.16,44773.0,CLF1,128908.0
2020-09-18,37.17,37.65,36.54,37.22,40727.0,CLF1,138013.0
2020-09-21,37.09,37.39,34.88,35.48,39688.0,CLF1,141305.0
2020-09-22,35.69,36.16,35.13,35.69,41829.0,CLF1,140787.0
2020-09-23,35.51,36.51,35.19,35.82,37303.0,CLG1,100841.0
2020-09-24,35.48,36.26,35.11,36.2,16683.0,CLG1,103402.0
2020-09-25,36.15,36.5,35.66,36.09,26197.0,CLG1,114125.0
2020-09-28,35.87,36.61,35.67,36.46,12219.0,CLG1,114633.0
2020-09-29,36.44,36.48,34.39,35.19,22437.0,CLG1,118229.0
2020-09-30,35.03,36.18,34.64,36.09,38206.0,CLG1,121426.0
2020-10-01,35.85,36.31,33.66,34.72,35935.0,CLG1,124822.0
2020-10-02,34.56,34.58,32.68,33.11,25061.0,CLG1,127719.0
2020-10-05,33.14,35.64,33.14,35.24,31997.0,CLG1,127503.0
2020-10-06,35.33,36.72,35.08,36.57,30698.0,CLG1,126017.0
2020-10-07,35.73,36.23,35.27,35.9,37782.0,CLG1,123107.0
2020-10-08,36.01,37.19,35.71,37.1,61404.0,CLG1,107101.0
2020-10-09,37.2,37.31,36.33,36.56,30188.0,CLG1,106178.0
2020-10-12,36.31,36.4,35.07,35.43,22904.0,CLG1,107242.0
2020-10-13,35.45,36.41,35.4,36.15,29478.0,CLG1,113984.0
2020-10-14,36.11,37.0,35.79,36.93,23941.0,CLG1,118104.0
2020-10-15,37.01,37.11,35.16,36.8,32506.0,CLG1,117237.0
2020-10-16,36.72,36.85,35.95,36.66,20428.0,CLG1,118587.0
2020-10-19,36.49,36.96,36.31,36.59,31732.0,CLG1,120938.0
2020-10-20,36.49,37.36,36.06,37.2,30789.0,CLG1,123693.0
2020-10-21,36.72,37.06,35.38,35.6,35722.0,CLH1,151714.0
2020-10-22,35.62,36.57,35.33,36.2,18978.0,CLH1,150361.0
2020-10-23,36.17,36.44,35.18,35.43,13256.0,CLH1,148749.0
2020-10-26,35.22,35.22,33.99,34.24,24884.0,CLH1,149843.0
2020-10-27,34.29,35.41,34.21,35.16,25982.0,CLH1,148194.0
2020-10-28,34.58,34.62,32.75,33.13,49137.0,CLH1,149652.0
2020-10-29,33.18,33.48,30.79,31.95,73507.0,CLH1,144025.0
2020-10-30,31.86,32.34,31.11,31.7,35943.0,CLH1,144588.0
2020-11-02,31.07,33.07,29.7,32.78,51376.0,CLH1,144237.0
2020-11-03,32.94,34.13,32.49,33.53,45365.0,CLH1,143631.0
2020-11-04,34.02,35.02,33.14,34.94,30583.0,CLH1,143086.0
2020-11-05,34.88,35.1,34.1,34.57,30346.0,CLH1,140417.0
2020-11-06,34.33,34.33,32.91,33.04,60679.0,CLH1,142584.0
2020-11-09,33.26,36.99,33.09,36.01,103678.0,CLH1,145868.0
2020-11-10,35.57,37.38,35.16,36.97,69892.0,CLH1,146288.0
2020-11-11,37.33,38.5,36.97,37.07,66212.0,CLH1,150981.0
2020-11-12,37.21,37.7,36.52,36.75,44173.0,CLH1,153777.0
2020-11-13,36.51,36.51,35.64,35.71,52864.0,CLH1,155432.0
2020-11-16,35.8,37.56,35.71,36.79,51251.0,CLH1,159994.0
2020-11-17,36.88,37.14,36.05,36.87,37711.0,CLH1,164961.0
2020-11-18,36.79,37.86,36.59,37.19,42223.0,CLH1,170254.0
2020-11-19,37.01,37.28,36.51,37.04,53235.0,CLH1,165611.0
2020-11-20,37.04,37.66,36.79,37.54,59103.0,CLH1,170376.0
2020-11-23,37.54,38.37,37.43,38.11,33867.0,CLJ1,81587.0
2020-11-24,37.9,40.09,37.9,39.87,62520.0,CLJ1,84224.0
2020-11-25,39.75,41.05,39.71,40.63,59022.0,CLJ1,90951.0
2020-11-27,40.79,40.93,39.6,40.53,22580.0,CLJ1,91754.0
2020-11-30,40.26,40.7,39.54,40.26,26282.0,CLJ1,93984.0
2020-12-01,40.03,40.6,39.14,39.5,33559.0,CLJ1,92584.0
2020-12-02,39.17,40.7,38.93,40.16,27762.0,CLJ1,97163.0
2020-12-03,39.94,40.65,39.59,40.48,29310.0,CLJ1,98242.0
2020-12-04,40.46,41.42,40.46,41.12,30430.0,CLJ1,100678.0
2020-12-07,41.12,41.39,40.33,40.71,38992.0,CLJ1,101654.0
2020-12-08,40.59,40.77,40.13,40.61,35643.0,CLJ1,104744.0
2020-12-09,40.58,41.15,39.96,40.51,32377.0,CLJ1,105631.0
2020-12-10,40.62,42.55,40.52,41.67,40228.0,CLJ1,107706.0
2020-12-11,41.84,42.1,41.25,41.48,44246.0,CLJ1,106926.0
2020-12-14,41.6,42.24,40.65,41.88,28775.0,CLJ1,109765.0
2020-12-15,41.81,42.53,41.48,42.47,28528.0,CLJ1,114489.0
2020-12-16,42.42,42.8,42.08,42.71,33204.0,CLJ1,109875.0
2020-12-17,42.74,43.46,42.71,43.25,26145.0,CLJ1,116667.0
2020-12-18,43.28,44.07,42.96,43.92,30768.0,CLJ1,118269.0
2020-12-21,43.94,43.98,41.02,42.69,39723.0,CLJ1,117870.0
2020-12-22,42.63,42.67,41.33,41.81,20523.0,CLK1,100019.0
2020-12-23,41.47,43.18,40.97,42.86,14297.0,CLK1,99820.0
2020-12-24,42.76,43.28,42.33,42.94,6489.0,CLK1,99601.0
2020-12-28,42.79,43.65,42.24,42.42,13290.0,CLK1,101371.0
2020-12-29,42.58,43.09,42.52,42.79,13067.0,CLK1,101577.0
2020-12-30,42.85,43.39,42.43,43.08,17185.0,CLK1,103593.0
2020-12-31,43.04,43.23,42.48,43.18,16367.0,CLK1,101192.0
2021-01-04,42.95,44.49,42.0,42.41,47051.0,CLK1,101898.0
2021-01-05,42.19,44.72,42.07,44.5,95356.0,CLK1,104959.0
2021-01-06,44.39,45.25,43.96,45.06,80670.0,CLK1,102862.0
2021-01-07,44.88,45.59,44.83,45.22,45603.0,CLK1,102565.0
2021-01-08,45.29,46.96,45.27,46.53,49128.0,CLK1,103750.0
2021-01-11,46.81,46.86,45.78,46.55,45741.0,CLK1,107347.0
2021-01-12,46.44,47.66,46.41,47.49,30683.0,CLK1,110693.0
2021-01-13,47.56,48.17,46.91,47.3,30564.0,CLK1,111563.0
2021-01-14,47.2,47.99,46.67,47.86,56348.0,CLK1,112270.0
2021-01-15,48.01,48.06,46.19,46.72,43049.0,CLK1,107798.0
2021-01-19,46.26,47.39,46.08,47.24,71866.0,CLK1,114844.0
2021-01-20,47.29,47.94,46.99,47.47,97609.0,CLK1,129805.0
2021-01-21,47.07,47.58,46.93,47.38,56447.0,CLM1,246055.0
2021-01-22,47.38,47.41,45.81,46.59,71014.0,CLM1,249913.0
2021-01-25,46.45,47.18,46.17,47.03,56991.0,CLM1,255078.0
2021-01-26,47.17,47.44,46.59,46.89,53323.0,CLM1,258467.0
2021-01-27,47.06,47.48,46.16,47.03,70276.0,CLM1,261784.0
2021-01-28,46.8,47.68,46.28,46.58,61097.0,CLM1,263362.0
2021-01-29,46.4,47.42,46.23,46.4,57299.0,CLM1,263900.0
2021-02-01,46.18,47.85,45.9,47.67,78829.0,CLM1,263786.0
2021-02-02,47.6,49.17,47.55,48.78,111254.0,CLM1,262047.0
2021-02-03,49.04,50.21,48.81,49.69,118518.0,CLM1,251200.0
2021-02-04,49.92,50.48,49.37,50.19,97401.0,CLM1,253909.0
2021-02-05,50.38,51.16,50.38,50.78,75605.0,CLM1,257140.0
2021-02-08,50.93,52.05,50.92,51.92,87265.0,CLM1,253423.0
2021-02-09,52.05,52.57,51.35,52.33,135703.0,CLM1,248022.0
2021-02-10,52.39,52.81,52.08,52.68,89526.0,CLM1,245231.0
2021-02-11,52.4,52.66,51.88,52.26,96812.0,CLM1,248589.0
2021-02-12,51.95,53.68,51.46,53.37,134747.0,CLM1,243332.0
2021-02-16,53.74,54.34,53.42,54.09,187986.0,CLM1,242293.0
2021-02-17,54.31,55.43,53.61,54.95,143522.0,CLM1,250711.0
2021-02-18,55.35,55.91,53.79,54.44,158200.0,CLM1,258174.0
2021-02-19,54.1,54.36,52.72,53.43,213989.0,CLM1,261663.0
2021-02-22,53.05,56.19,53.01,55.67,127356.0,CLM1,268757.0
2021-02-23,56.15,56.93,54.81,55.77,32029.0,CLN1,161888.0
2021-02-24,55.46,57.58,55.2,57.33,32223.0,CLN1,164643.0
2021-02-25,57.53,57.87,56.88,57.47,49713.0,CLN1,163457.0
2021-02-26,57.23,57.45,55.32,55.52,31159.0,CLN1,164951.0
2021-03-01,55.96,56.94,54.21,54.78,41940.0,CLN1,173913.0
2021-03-02,54.39,55.31,53.6,54.05,37447.0,CLN1,178559.0
2021-03-03,53.83,56.11,53.61,55.55,56504.0,CLN1,178396.0
2021-03-04,55.31,58.84,54.87,57.92,100425.0,CLN1,169826.0
2021-03-05,58.14,60.43,57.86,60.21,59736.0,CLN1,171640.0
2021-03-08,60.76,62.01,58.85,59.34,57495.0,CLN1,175141.0
2021-03-09,59.06,60.26,58.22,58.6,81521.0,CLN1,182549.0
2021-03-10,58.36,59.41,57.73,58.98,55913.0,CLN1,185249.0
2021-03-11,59.16,60.65,59.06,60.51,61430.0,CLN1,185614.0
2021-03-12,60.43,60.67,59.92,60.24,44601.0,CLN1,187529.0
2021-03-15,60.18,61.02,58.97,60.11,44226.0,CLN1,186003.0
2021-03-16,60.03,60.14,58.65,59.65,58044.0,CLN1,185005.0
2021-03-17,59.82,60.16,58.58,59.45,99238.0,CLN1,183041.0
2021-03-18,59.32,59.65,53.31,55.06,148804.0,CLN1,171535.0
2021-03-19,54.67,56.73,54.15,56.41,119409.0,CLN1,167516.0
2021-03-22,56.47,57.02,55.42,56.63,61775.0,CLN1,168243.0
2021-03-23,56.37,56.44,52.74,53.2,100615.0,CLQ1,112546.0
2021-03-24,52.81,56.55,52.8,56.42,72543.0,CLQ1,115395.0
2021-03-25,56.08,56.11,52.89,53.89,50536.0,CLQ1,114014.0
2021-03-26,53.77,56.54,53.71,56.22,33219.0,CLQ1,110860.0
2021-03-29,56.19,56.92,54.78,56.69,40187.0,CLQ1,110657.0
2021-03-30,56.91,57.32,55.18,55.76,32184.0,CLQ1,108723.0
2021-03-31,55.67,56.4,54.27,54.51,48320.0,CLQ1,114124.0
2021-04-01,54.92,57.07,54.35,56.86,70441.0,CLQ1,117487.0
2021-04-02,,,,56.86,,CLQ1,116705.0
2021-04-05,56.37,56.78,53.24,54.21,60161.0,CLQ1,112144.0
2021-04-06,54.33,56.33,54.22,54.95,44316.0,CLQ1,115407.0
2021-04-07,54.9,55.6,53.79,55.32,74410.0,CLQ1,112487.0
2021-04-08,55.07,55.29,54.34,55.07,74478.0,CLQ1,100181.0
2021-04-09,55.21,55.27,54.57,54.86,60022.0,CLQ1,104550.0
2021-04-12,54.95,56.22,54.32,55.3,38877.0,CLQ1,110084.0
2021-04-13,55.27,56.11,55.27,55.82,38850.0,CLQ1,115575.0
2021-04-14,56.12,58.93,56.01,58.67,76762.0,CLQ1,125690.0
2021-04-15,58.33,59.03,58.04,58.93,54437.0,CLQ1,135478.0
2021-04-16,58.86,59.34,58.39,58.63,35410.0,CLQ1,144821.0
2021-04-19,58.48,59.12,58.19,58.82,37399.0,CLQ1,153907.0
2021-04-20,58.96,59.7,57.03,58.13,84654.0,CLQ1,168293.0
2021-04-21,57.81,57.97,56.41,56.89,53996.0,CLU1,168371.0
2021-04-22,56.73,57.41,56.28,56.96,38260.0,CLU1,165910.0
2021-04-23,57.26,57.81,56.71,57.6,48440.0,CLU1,166512.0
2021-04-26,57.65,57.69,56.18,57.4,35679.0,CLU1,167734.0
2021-04-27,57.49,58.64,57.44,58.32,35286.0,CLU1,164041.0
2021-04-28,58.43,59.78,58.07,59.26,47323.0,CLU1,163579.0
2021-04-29,59.16,60.69,59.16,60.28,48589.0,CLU1,161321.0
2021-04-30,60.27,60.27,58.51,58.91,50995.0,CLU1,164653.0
2021-05-03,58.91,59.97,58.26,59.88,22654.0,CLU1,166157.0
2021-05-04,59.99,61.61,59.7,61.13,49239.0,CLU1,169631.0
2021-05-05,61.71,62.13,60.49,61.17,73478.0,CLU1,174644.0
2021-05-06,60.88,61.52,60.16,60.37,49078.0,CLU1,174168.0
2021-05-07,60.58,60.89,59.66,60.64,59717.0,CLU1,174172.0
2021-05-10,61.01,61.45,59.79,60.74,57301.0,CLU1,177061.0
2021-05-11,60.77,61.28,59.58,61.12,67506.0,CLU1,173753.0
2021-05-12,61.32,62.39,60.81,61.91,73585.0,CLU1,177458.0
2021-05-13,61.62,61.62,58.96,59.66,60533.0,CLU1,177740.0
2021-05-14,59.6,61.23,59.17,61.06,56064.0,CLU1,189878.0
2021-05-17,61.13,62.05,60.6,61.94,48295.0,CLU1,193809.0
2021-05-18,61.95,62.64,59.9,61.23,58875.0,CLU1,206395.0
2021-05-19,61.06,61.07,57.8,59.1,93039.0,CLU1,202377.0
2021-05-20,59.11,59.64,57.48,57.75,78676.0,CLU1,206454.0
2021-05-21,57.66,59.56,57.32,59.18,38658.0,CLV1,158225.0
2021-05-24,59.42,61.53,59.29,61.43,46070.0,CLV1,160919.0
2021-05-25,61.43,61.69,60.82,61.42,53889.0,CLV1,164038.0
2021-05-26,61.35,61.76,60.74,61.62,25109.0,CLV1,168908.0
2021-05-27,61.63,62.23,60.94,62.2,22356.0,CLV1,167300.0
2021-05-28,62.26,62.75,61.54,61.66,53713.0,CLV1,173954.0
2021-06-01,62.03,64.15,61.73,63.11,36978.0,CLV1,172720.0
2021-06-02,63.3,64.27,63.2,64.19,23919.0,CLV1,174627.0
2021-06-03,64.15,64.71,63.55,64.17,23224.0,CLV1,174385.0
2021-06-04,64.21,65.0,63.72,64.87,40142.0,CLV1,168024.0
2021-06-07,64.82,65.17,64.19,64.61,30963.0,CLV1,169374.0
2021-06-08,64.63,65.54,63.92,65.39,36393.0,CLV1,173491.0
2021-06-09,65.3,65.91,64.87,65.32,44338.0,CLV1,169707.0
2021-06-10,65.08,65.92,64.07,65.53,52962.0,CLV1,166844.0
2021-06-11,65.38,66.01,64.95,65.8,122605.0,CLV1,168687.0
2021-06-14,65.72,66.49,65.67,65.93,43288.0,CLV1,169024.0
2021-06-15,66.11,67.25,65.81,66.96,51417.0,CLV1,174198.0
2021-06-16,67.17,67.77,66.59,67.11,50207.0,CLV1,175790.0
2021-06-17,66.65,67.19,64.67,65.82,48425.0,CLV1,177174.0
2021-06-18,65.8,66.6,64.93,66.2,65444.0,CLV1,170484.0
2021-06-21,66.02,67.64,65.66,67.61,121997.0,CLV1,157873.0
2021-06-22,67.41,68.04,67.12,67.7,98395.0,CLV1,152667.0
2021-06-23,67.72,68.84,67.69,68.12,37192.0,CLX1,129090.0
2021-06-24,68.29,68.54,67.59,68.48,28383.0,CLX1,129873.0
2021-06-25,68.45,69.05,67.88,69.04,25106.0,CLX1,133010.0
2021-06-28,69.02,69.36,67.77,68.03,23832.0,CLX1,134283.0
2021-06-29,67.95,68.77,67.23,68.14,19339.0,CLX1,135124.0
2021-06-30,68.45,69.14,67.9,68.41,32349.0,CLX1,136598.0
2021-07-01,68.41,70.4,68.41,69.57,75611.0,CLX1,131462.0
2021-07-02,69.36,69.96,68.9,69.79,47914.0,CLX1,135728.0
2021-07-06,69.72,71.1,67.53,67.95,69499.0,CLX1,141054.0
2021-07-07,68.29,69.42,66.09,66.97,47838.0,CLX1,144129.0
2021-07-08,67.03,67.95,65.74,67.71,39357.0,CLX1,145109.0
2021-07-09,67.91,69.32,67.46,69.16,28031.0,CLX1,146007.0
2021-07-12,69.28,69.43,67.92,68.91,31956.0,CLX1,146901.0
2021-07-13,68.99,70.39,68.67,70.26,45821.0,CLX1,147368.0
2021-07-14,70.12,70.52,67.68,68.48,52773.0,CLX1,147533.0
2021-07-15,68.32,68.32,66.98,67.38,43096.0,CLX1,148739.0
2021-07-16,67.15,67.99,66.25,67.59,36217.0,CLX1,148439.0
2021-07-19,66.96,67.32,61.94,62.64,64512.0,CLX1,149794.0
2021-07-20,62.94,63.74,61.48,63.47,95939.0,CLX1,148626.0
2021-07-21,62.64,66.29,62.64,66.18,110121.0,CLZ1,301206.0
2021-07-22,66.11,67.64,65.69,67.53,94425.0,CLZ1,295896.0
2021-07-23,67.39,67.86,67.09,67.79,51709.0,CLZ1,291835.0
2021-07-26,67.76,68.17,66.39,67.87,66768.0,CLZ1,293386.0
2021-07-27,68.15,68.32,67.25,67.73,63059.0,CLZ1,292590.0
2021-07-28,67.93,68.54,67.72,68.3,56246.0,CLZ1,293014.0
2021-07-29,68.32,69.54,68.16,69.51,63242.0,CLZ1,295595.0
2021-07-30,69.3,69.98,68.86,69.7,66073.0,CLZ1,295091.0
2021-08-02,69.57,69.66,66.65,67.28,74048.0,CLZ1,296025.0
2021-08-03,67.66,67.97,65.54,66.92,98019.0,CLZ1,288264.0
2021-08-04,66.92,67.24,64.72,64.97,138548.0,CLZ1,273887.0
2021-08-05,64.9,66.1,64.45,65.97,81324.0,CLZ1,271109.0
2021-08-06,66.0,67.08,65.01,65.5,109275.0,CLZ1,276377.0
2021-08-09,65.04,65.04,62.52,63.75,118105.0,CLZ1,276451.0
2021-08-10,64.08,65.92,63.69,65.37,91677.0,CLZ1,271776.0
2021-08-11,65.55,66.45,63.86,66.31,87757.0,CLZ1,274247.0
2021-08-12,66.47,66.65,65.51,66.24,70195.0,CLZ1,275700.0
2021-08-13,66.09,66.3,64.92,65.54,58746.0,CLZ1,277331.0
2021-08-16,64.91,65.35,62.98,64.42,71712.0,CLZ1,277405.0
2021-08-17,64.56,64.79,63.52,63.73,66470.0,CLZ1,275633.0
2021-08-18,63.85,64.58,61.66,62.64,96460.0,CLZ1,274039.0
2021-08-19,61.9,62.05,59.9,60.91,118869.0,CLZ1,271500.0
2021-08-20,61.03,61.42,59.32,59.62,88790.0,CLZ1,266186.0
2021-08-23,59.25,63.26,59.25,63.05,46447.0,CLF2,104693.0
2021-08-24,63.0,65.12,62.87,64.92,34832.0,CLF2,104457.0
2021-08-25,65.09,65.85,64.36,65.71,26563.0,CLF2,106374.0
2021-08-26,65.4,65.6,64.42,64.76,22733.0,CLF2,109598.0
2021-08-27,65.13,66.28,64.87,66.18,24486.0,CLF2,112436.0
2021-08-30,66.58,67.01,65.36,66.64,27984.0,CLF2,113674.0
2021-08-31,66.56,66.78,65.75,66.08,23144.0,CLF2,113363.0
2021-09-01,66.16,66.78,64.83,66.15,37889.0,CLF2,122161.0
2021-09-02,65.87,68.02,65.42,67.53,37497.0,CLF2,121910.0
2021-09-03,67.27,67.98,66.73,66.94,28428.0,CLF2,119213.0
2021-09-07,66.85,67.05,65.39,66.01,41785.0,CLF2,119326.0
2021-09-08,65.98,67.25,65.96,66.79,60779.0,CLF2,128302.0
2021-09-09,66.79,67.3,65.15,65.72,51355.0,CLF2,133287.0
2021-09-10,65.52,67.4,65.3,67.2,35997.0,CLF2,131197.0
2021-09-13,67.04,68.31,67.02,67.85,50851.0,CLF2,131779.0
2021-09-14,67.95,68.57,67.42,67.86,45601.0,CLF2,134650.0
2021-09-15,68.15,70.32,68.07,69.74,69285.0,CLF2,134016.0
2021-09-16,69.76,70.1,68.82,69.81,40394.0,CLF2,136518.0
2021-09-17,69.72,69.91,68.61,69.29,39716.0,CLF2,138902.0
2021-09-20,69.24,69.39,67.29,67.69,39160.0,CLF2,138204.0
2021-09-21,67.96,69.0,67.09,68.15,42573.0,CLF2,139069.0
2021-09-22,68.46,69.88,68.39,69.84,20129.0,CLG2,81225.0
2021-09-23,69.51,70.94,69.28,70.84,27262.0,CLG2,84924.0
2021-09-24,70.84,71.64,70.41,71.48,18894.0,CLG2,85769.0
2021-09-27,71.57,73.16,71.57,72.93,33040.0,CLG2,85422.0
2021-09-28,72.88,74.02,71.79,72.71,29658.0,CLG2,86590.0
2021-09-29,71.94,73.19,71.29,72.42,20484.0,CLG2,87262.0
2021-09-30,72.28,73.58,70.84,72.6,32465.0,CLG2,88611.0
2021-10-01,72.61,73.68,71.91,73.56,25836.0,CLG2,89393.0
2021-10-04,73.69,75.97,73.05,75.31,40505.0,CLG2,87293.0
2021-10-05,75.26,76.91,75.17,76.52,73512.0,CLG2,88587.0
2021-10-06,76.6,77.22,74.51,75.05,34580.0,CLG2,90067.0
2021-10-07,74.73,76.4,72.77,75.88,53784.0,CLG2,91600.0
2021-10-08,76.43,77.28,75.98,76.32,67343.0,CLG2,93163.0
2021-10-11,76.59,78.39,76.59,77.57,84214.0,CLG2,88227.0
2021-10-12,77.43,78.19,76.59,77.48,48636.0,CLG2,88817.0
2021-10-13,77.25,77.83,76.35,77.39,33443.0,CLG2,90701.0
2021-10-14,77.54,78.6,77.43,78.28,43912.0,CLG2,90948.0
2021-10-15,78.41,79.22,78.41,78.98,45254.0,CLG2,95445.0
2021-10-18,79.1,80.1,78.36,78.77,56955.0,CLG2,91905.0
2021-10-19,78.53,79.88,78.25,79.46,73032.0,CLG2,87806.0
2021-10-20,79.46,80.37,78.06,80.3,77444.0,CLG2,88826.0
2021-10-21,80.29,80.44,77.76,79.02,83265.0,CLH2,128821.0
2021-10-22,79.01,79.94,78.29,79.62,105972.0,CLH2,126037.0
2021-10-25,79.74,80.63,79.43,79.95,118907.0,CLH2,122930.0
2021-10-26,80.01,80.72,79.52,80.56,48960.0,CLH2,126954.0
2021-10-27,80.29,80.4,78.32,78.84,49055.0,CLH2,130126.0
2021-10-28,78.54,78.97,76.86,78.62,51260.0,CLH2,131418.0
2021-10-29,78.78,79.05,77.43,78.46,56083.0,CLH2,132885.0
2021-11-01,78.36,79.5,77.8,79.13,58625.0,CLH2,132369.0
2021-11-02,78.93,79.58,78.93,79.33,5783.0,CLH2,
