,CL2 Comdty,CL2 Comdty,CL2 Comdty,CL2 Comdty,CL2 Comdty,CL2 Comdty,CL2 Comdty
2020-10-20,37.77,38.74,37.3,38.54,360574.0,CLZ20,426920.0
2020-10-21,38.02,38.42,36.64,36.88,101479.0,CLF1,226523.0
2020-10-22,36.88,37.88,36.57,37.51,86926.0,CLF1,224089.0
2020-10-23,37.48,37.78,36.45,36.72,68677.0,CLF1,224406.0
2020-10-26,36.55,36.61,35.18,35.46,102216.0,CLF1,229777.0
2020-10-27,35.52,36.7,35.4,36.44,93875.0,CLF1,235022.0
2020-10-28,35.87,35.9,33.89,34.29,163971.0,CLF1,239566.0
2020-10-29,34.33,34.67,31.85,33.08,185121.0,CLF1,238920.0
2020-10-30,32.98,33.5,32.14,32.72,125090.0,CLF1,245364.0
2020-11-02,32.07,34.07,30.61,33.75,156506.0,CLF1,252173.0
2020-11-03,33.94,35.2,33.5,34.56,171282.0,CLF1,250467.0
2020-11-04,35.03,36.13,34.16,36.04,156100.0,CLF1,248896.0
2020-11-05,35.99,36.24,35.17,35.68,97354.0,CLF1,253001.0
2020-11-06,35.39,35.49,33.97,34.06,182654.0,CLF1,271953.0
2020-11-09,34.21,38.2,34.09,37.19,281671.0,CLF1,285289.0
2020-11-10,36.76,38.69,36.29,38.24,214040.0,CLF1,304196.0
2020-11-11,38.65,39.9,38.18,38.31,216248.0,CLF1,326984.0
2020-11-12,38.29,39.02,37.73,37.98,180091.0,CLF1,353145.0
2020-11-13,37.78,37.78,36.9,36.97,201433.0,CLF1,367844.0
2020-11-16,37.01,38.92,36.97,38.14,238437.0,CLF1,386778.0
2020-11-17,38.22,38.5,37.38,38.22,236667.0,CLF1,412079.0
2020-11-18,38.12,39.25,37.87,38.58,322651.0,CLF1,426611.0
2020-11-19,38.44,38.72,37.83,38.47,313376.0,CLF1,425230.0
2020-11-20,38.45,39.11,38.18,38.99,276340.0,CLF1,426480.0
2020-11-23,38.99,39.91,38.87,39.63,98448.0,CLG1,205354.0
2020-11-24,39.39,41.73,39.39,41.46,150463.0,CLG1,196184.0
2020-11-25,41.4,42.79,41.22,42.26,120318.0,CLG1,195025.0
2020-11-27,42.47,42.24,41.12,42.09,77044.0,CLG1,192524.0
2020-11-30,41.92,42.33,40.99,41.86,105309.0,CLG1,193733.0
2020-12-01,41.6,42.21,40.67,41.08,95001.0,CLG1,201239.0
2020-12-02,40.89,42.39,40.45,41.79,119962.0,CLG1,205147.0
2020-12-03,41.49,42.33,41.19,42.14,104003.0,CLG1,208171.0
2020-12-04,42.11,43.15,42.11,42.77,118557.0,CLG1,215456.0
2020-12-07,42.59,43.05,41.89,42.3,138575.0,CLG1,224163.0
2020-12-08,42.17,42.44,41.67,42.15,141094.0,CLG1,238788.0
2020-12-09,42.1,42.78,41.49,42.07,149403.0,CLG1,248656.0
2020-12-10,42.22,44.23,42.07,43.31,172150.0,CLG1,268785.0
2020-12-11,43.5,43.81,42.86,43.1,181850.0,CLG1,302487.0
2020-12-14,43.27,43.92,42.23,43.5,203128.0,CLG1,332355.0
2020-12-15,43.53,44.24,43.07,44.13,219989.0,CLG1,360911.0
2020-12-16,44.12,44.47,43.69,44.35,226211.0,CLG1,380554.0
2020-12-17,44.42,45.15,44.35,44.89,243856.0,CLG1,389167.0
2020-12-18,44.92,45.78,44.62,45.59,300144.0,CLG1,391240.0
2020-12-21,45.61,45.66,42.6,44.32,478098.0,CLG1,389343.0
2020-12-22,44.23,44.29,42.95,43.39,63090.0,CLH1,262590.0
2020-12-23,43.16,44.83,42.53,44.47,78578.0,CLH1,261239.0
2020-12-24,44.43,44.95,43.92,44.58,31480.0,CLH1,263225.0
2020-12-28,44.62,45.3,43.86,44.0,67469.0,CLH1,265287.0
2020-12-29,44.1,44.72,44.05,44.37,61068.0,CLH1,264758.0
2020-12-30,44.49,45.01,43.99,44.73,71096.0,CLH1,268768.0
2020-12-31,44.64,44.91,44.11,44.86,53379.0,CLH1,270365.0
2021-01-04,44.72,46.17,43.54,43.99,172921.0,CLH1,277291.0
2021-01-05,43.77,46.5,43.62,46.24,277266.0,CLH1,287136.0
2021-01-06,46.16,47.21,45.76,46.92,255402.0,CLH1,290261.0
2021-01-07,46.78,47.53,46.67,47.1,177014.0,CLH1,309314.0
2021-01-08,47.13,48.97,47.09,48.49,256963.0,CLH1,321913.0
2021-01-11,48.78,48.92,47.74,48.5,216272.0,CLH1,329683.0
2021-01-12,48.42,49.7,48.31,49.47,231070.0,CLH1,361520.0
2021-01-13,49.57,50.17,48.83,49.19,269311.0,CLH1,396278.0
2021-01-14,49.12,50.02,48.53,49.85,320723.0,CLH1,437411.0
2021-01-15,50.0,50.09,48.12,48.65,391293.0,CLH1,436260.0
2021-01-19,48.23,49.41,48.04,49.21,533781.0,CLH1,452931.0
2021-01-20,49.29,50.06,49.06,49.54,400301.0,CLH1,459361.0
2021-01-21,49.15,49.64,48.98,49.39,131537.0,CLJ1,219348.0
2021-01-22,49.35,49.42,47.72,48.53,110817.0,CLJ1,224052.0
2021-01-25,48.42,49.18,48.09,49.01,94897.0,CLJ1,224139.0
2021-01-26,49.15,49.46,48.54,48.86,90350.0,CLJ1,222634.0
2021-01-27,49.01,49.5,48.11,49.07,131515.0,CLJ1,225752.0
2021-01-28,48.88,49.77,48.28,48.58,114938.0,CLJ1,224946.0
2021-01-29,48.37,49.47,48.19,48.42,99597.0,CLJ1,228679.0
2021-02-01,48.24,49.94,47.87,49.76,126458.0,CLJ1,238397.0
2021-02-02,49.69,51.43,49.66,50.96,182834.0,CLJ1,241595.0
2021-02-03,51.3,52.5,51.0,51.88,173146.0,CLJ1,258221.0
2021-02-04,52.14,52.75,51.5,52.41,147926.0,CLJ1,265937.0
2021-02-05,52.66,53.45,52.66,53.04,170654.0,CLJ1,274078.0
2021-02-08,53.29,54.32,53.2,54.17,152373.0,CLJ1,285101.0
2021-02-09,54.33,54.83,53.51,54.59,246490.0,CLJ1,303807.0
2021-02-10,54.67,55.11,54.32,54.91,186034.0,CLJ1,322679.0
2021-02-11,54.6,54.91,54.09,54.48,187764.0,CLJ1,355107.0
2021-02-12,54.16,56.06,53.65,55.72,272114.0,CLJ1,391272.0
2021-02-16,56.17,56.64,55.68,56.42,485734.0,CLJ1,418085.0
2021-02-17,56.62,58.09,55.9,57.5,383871.0,CLJ1,441689.0
2021-02-18,58.05,58.63,56.15,56.87,538433.0,CLJ1,462049.0
2021-02-19,56.52,56.66,54.94,55.6,608592.0,CLJ1,448700.0
2021-02-22,55.27,58.56,55.16,58.04,505773.0,CLJ1,452697.0
2021-02-23,58.54,59.35,57.08,58.07,150924.0,CLK1,258657.0
2021-02-24,57.71,59.92,57.41,59.64,149428.0,CLK1,276868.0
2021-02-25,59.86,60.2,59.09,59.86,180375.0,CLK1,286249.0
2021-02-26,59.81,59.88,57.68,57.87,124256.0,CLK1,284806.0
2021-03-01,58.06,59.31,56.41,57.06,153327.0,CLK1,295738.0
2021-03-02,56.68,57.62,55.84,56.21,149340.0,CLK1,290897.0
2021-03-03,56.04,58.39,55.72,57.74,170700.0,CLK1,289658.0
2021-03-04,57.57,61.26,57.0,60.26,241244.0,CLK1,299696.0
2021-03-05,60.58,62.87,60.23,62.56,231057.0,CLK1,309331.0
2021-03-08,63.14,64.43,61.09,61.57,203123.0,CLK1,315940.0
2021-03-09,61.24,62.51,60.24,60.63,275957.0,CLK1,329020.0
2021-03-10,60.45,61.54,59.74,61.06,217195.0,CLK1,345254.0
2021-03-11,61.26,62.81,61.13,62.64,217426.0,CLK1,366290.0
2021-03-12,62.59,62.86,62.04,62.28,166572.0,CLK1,377846.0
2021-03-15,62.2,63.08,60.86,62.08,193966.0,CLK1,403761.0
2021-03-16,61.98,62.12,60.51,61.5,213769.0,CLK1,424688.0
2021-03-17,61.51,62.04,60.28,61.27,300152.0,CLK1,426213.0
2021-03-18,61.08,61.52,54.92,56.7,728880.0,CLK1,434709.0
2021-03-19,56.29,58.44,55.65,58.08,723883.0,CLK1,414244.0
2021-03-22,58.24,58.68,56.99,58.2,404370.0,CLK1,420437.0
2021-03-23,57.89,57.96,54.0,54.49,310147.0,CLM1,297697.0
2021-03-24,54.13,58.02,54.04,57.87,190274.0,CLM1,307178.0
2021-03-25,57.51,57.55,54.17,55.28,198965.0,CLM1,307457.0
2021-03-26,55.15,58.05,55.04,57.67,183899.0,CLM1,313567.0
2021-03-29,57.65,58.45,56.13,58.24,142055.0,CLM1,319214.0
2021-03-30,58.63,58.93,56.66,57.27,134605.0,CLM1,318491.0
2021-03-31,57.11,57.88,55.59,55.89,145015.0,CLM1,328849.0
2021-04-01,56.19,58.46,55.62,58.19,224076.0,CLM1,336161.0
2021-04-02,,,,58.19,,CLM1,336151.0
2021-04-05,58.19,58.19,54.39,55.39,162507.0,CLM1,338590.0
2021-04-06,55.58,57.6,55.37,56.08,211411.0,CLM1,353487.0
2021-04-07,55.99,56.77,54.87,56.52,193627.0,CLM1,356904.0
2021-04-08,56.27,56.64,55.56,56.34,232130.0,CLM1,364653.0
2021-04-09,56.49,56.65,55.84,56.06,207853.0,CLM1,378288.0
2021-04-12,56.14,57.49,55.48,56.46,200507.0,CLM1,390564.0
2021-04-13,56.4,57.34,56.4,56.95,198232.0,CLM1,404680.0
2021-04-14,57.23,60.22,57.14,59.93,318175.0,CLM1,435901.0
2021-04-15,59.68,60.33,59.32,60.22,243643.0,CLM1,445823.0
2021-04-16,60.06,60.65,59.59,59.9,265797.0,CLM1,452692.0
2021-04-19,59.72,60.4,59.38,60.14,279370.0,CLM1,455009.0
2021-04-20,60.24,61.09,58.2,59.38,476046.0,CLM1,465223.0
2021-04-21,59.11,59.25,57.57,58.05,123245.0,CLN1,277567.0
2021-04-22,57.83,58.57,57.33,58.12,99265.0,CLN1,283417.0
2021-04-23,58.34,59.08,57.92,58.8,104730.0,CLN1,289093.0
2021-04-26,58.81,58.96,57.34,58.58,103527.0,CLN1,293251.0
2021-04-27,58.58,59.93,58.58,59.58,111617.0,CLN1,298545.0
2021-04-28,59.7,61.15,59.32,60.53,127265.0,CLN1,296097.0
2021-04-29,60.37,62.1,60.31,61.66,119345.0,CLN1,294117.0
2021-04-30,61.54,61.61,59.78,60.26,159451.0,CLN1,288366.0
2021-05-03,60.26,61.36,59.6,61.19,86696.0,CLN1,295371.0
2021-05-04,61.21,62.9,60.99,62.39,148653.0,CLN1,302350.0
2021-05-05,62.98,63.45,61.67,62.37,187509.0,CLN1,312646.0
2021-05-06,62.04,62.71,61.25,61.45,117491.0,CLN1,321960.0
2021-05-07,61.64,61.98,60.67,61.66,168369.0,CLN1,335046.0
2021-05-10,62.03,62.78,60.74,61.71,193198.0,CLN1,353264.0
2021-05-11,61.72,62.29,60.49,62.08,195317.0,CLN1,365387.0
2021-05-12,62.22,63.41,61.76,62.88,256699.0,CLN1,406461.0
2021-05-13,62.56,62.61,59.9,60.62,247675.0,CLN1,426579.0
2021-05-14,60.62,62.38,60.13,62.14,246223.0,CLN1,455207.0
2021-05-17,62.22,63.2,61.61,63.06,229561.0,CLN1,463674.0
2021-05-18,63.09,63.8,60.92,62.28,484415.0,CLN1,472903.0
2021-05-19,62.08,62.13,58.73,60.13,615261.0,CLN1,496486.0
2021-05-20,60.13,60.73,58.45,58.72,524168.0,CLN1,498802.0
2021-05-21,58.66,60.75,58.29,60.29,187393.0,CLQ1,309341.0
2021-05-24,60.54,62.8,60.38,62.71,155499.0,CLQ1,318949.0
2021-05-25,62.69,63.11,62.07,62.72,229423.0,CLQ1,317796.0
2021-05-26,62.68,63.08,61.95,62.89,122471.0,CLQ1,322338.0
2021-05-27,62.86,63.59,62.16,63.53,113058.0,CLQ1,321838.0
2021-05-28,63.61,64.21,62.88,63.03,186237.0,CLQ1,295477.0
2021-06-01,63.38,65.57,63.12,64.45,148833.0,CLQ1,298802.0
2021-06-02,64.73,65.7,64.52,65.56,110807.0,CLQ1,293283.0
2021-06-03,65.52,66.11,64.91,65.53,108641.0,CLQ1,299885.0
2021-06-04,65.64,66.44,65.05,66.32,138054.0,CLQ1,306206.0
2021-06-07,66.18,66.69,65.64,65.97,156702.0,CLQ1,308680.0
2021-06-08,66.01,67.01,65.22,66.8,166360.0,CLQ1,312628.0
2021-06-09,66.74,67.36,66.22,66.72,168120.0,CLQ1,318544.0
2021-06-10,66.54,67.39,65.44,67.02,205077.0,CLQ1,331575.0
2021-06-11,66.84,67.79,66.4,67.53,396286.0,CLQ1,333240.0
2021-06-14,67.29,68.33,67.29,67.56,163554.0,CLQ1,340478.0
2021-06-15,67.84,69.13,67.47,68.79,195703.0,CLQ1,374822.0
2021-06-16,69.06,69.67,68.35,68.88,281177.0,CLQ1,413403.0
2021-06-17,68.41,69.03,66.47,67.71,343666.0,CLQ1,425074.0
2021-06-18,67.73,68.75,66.8,68.22,420105.0,CLQ1,429278.0
2021-06-21,68.08,70.21,67.71,70.05,591306.0,CLQ1,432437.0
2021-06-22,69.97,70.4,69.4,69.78,498555.0,CLQ1,426766.0
2021-06-23,69.83,71.06,69.74,70.09,170185.0,CLU1,368138.0
2021-06-24,70.29,70.59,69.37,70.36,131482.0,CLU1,371603.0
2021-06-25,70.38,71.13,69.84,71.06,144564.0,CLU1,366622.0
2021-06-28,71.0,71.43,69.65,69.93,104663.0,CLU1,365908.0
2021-06-29,69.77,70.8,69.01,70.04,113118.0,CLU1,369377.0
2021-06-30,70.5,71.18,69.83,70.5,146950.0,CLU1,380790.0
2021-07-01,70.51,72.96,70.39,72.06,289381.0,CLU1,392933.0
2021-07-02,71.8,72.4,71.3,72.09,163674.0,CLU1,392417.0
2021-07-06,72.16,73.8,69.89,70.31,254305.0,CLU1,392147.0
2021-07-07,70.73,71.79,68.17,69.23,223714.0,CLU1,402769.0
2021-07-08,69.28,70.24,67.83,69.95,247361.0,CLU1,416741.0
2021-07-09,70.24,71.71,69.7,71.54,185309.0,CLU1,424785.0
2021-07-12,71.65,71.88,70.18,71.17,221741.0,CLU1,439723.0
2021-07-13,71.24,72.63,70.8,72.42,286330.0,CLU1,468118.0
2021-07-14,72.31,72.62,69.43,70.37,375426.0,CLU1,480874.0
2021-07-15,70.16,70.21,68.75,69.11,329013.0,CLU1,469522.0
2021-07-16,68.94,69.77,67.89,69.29,359206.0,CLU1,478088.0
2021-07-19,68.82,69.13,63.29,64.08,731958.0,CLU1,482804.0
2021-07-20,64.34,65.34,62.74,64.93,561629.0,CLU1,475478.0
2021-07-21,64.17,68.06,64.17,67.88,151825.0,CLV1,229294.0
2021-07-22,67.81,69.57,67.42,69.45,134223.0,CLV1,244184.0
2021-07-23,69.28,69.79,69.0,69.69,73538.0,CLV1,247565.0
2021-07-26,69.77,70.02,68.21,69.65,105905.0,CLV1,252844.0
2021-07-27,69.92,70.07,68.93,69.45,114128.0,CLV1,258193.0
2021-07-28,69.67,70.31,69.47,70.1,96970.0,CLV1,262125.0
2021-07-29,70.11,71.33,69.97,71.29,110603.0,CLV1,257210.0
2021-07-30,71.06,71.83,70.61,71.54,97779.0,CLV1,255626.0
2021-08-02,71.42,71.5,68.27,68.92,138722.0,CLV1,259160.0
2021-08-03,69.17,69.6,66.96,68.34,174906.0,CLV1,270092.0
2021-08-04,68.19,68.62,65.83,66.1,243596.0,CLV1,271493.0
2021-08-05,65.95,67.28,65.53,67.05,146618.0,CLV1,280519.0
2021-08-06,67.08,68.18,65.93,66.41,273908.0,CLV1,284243.0
2021-08-09,65.93,65.98,63.31,64.61,247218.0,CLV1,294437.0
2021-08-10,64.93,66.97,64.6,66.37,188988.0,CLV1,301753.0
2021-08-11,66.59,67.5,64.78,67.33,223823.0,CLV1,311146.0
2021-08-12,67.46,67.7,66.55,67.21,182538.0,CLV1,332058.0
2021-08-13,67.06,67.3,65.86,66.52,145274.0,CLV1,334118.0
2021-08-16,65.94,66.34,63.82,65.36,205578.0,CLV1,345341.0
2021-08-17,65.48,65.77,64.4,64.65,232410.0,CLV1,360784.0
2021-08-18,64.65,65.54,62.48,63.52,386357.0,CLV1,370758.0
2021-08-19,62.76,62.88,60.72,61.81,494970.0,CLV1,371728.0
2021-08-20,61.96,62.35,60.13,60.45,365009.0,CLV1,374723.0
2021-08-23,60.36,64.27,60.11,63.95,106604.0,CLX1,241110.0
2021-08-24,63.85,66.1,63.76,65.86,91594.0,CLX1,243456.0
2021-08-25,65.94,66.84,65.24,66.67,107202.0,CLX1,246747.0
2021-08-26,66.39,66.58,65.32,65.71,101995.0,CLX1,245706.0
2021-08-27,66.08,67.3,65.79,67.09,107406.0,CLX1,241928.0
2021-08-30,67.55,67.97,66.14,67.54,129085.0,CLX1,244147.0
2021-08-31,67.5,67.68,66.53,66.87,90702.0,CLX1,245537.0
2021-09-01,66.92,67.59,65.53,66.93,124268.0,CLX1,250630.0
2021-09-02,66.6,68.92,66.19,68.34,137711.0,CLX1,254313.0
2021-09-03,68.12,68.88,67.48,67.68,101343.0,CLX1,259180.0
2021-09-07,67.51,67.85,66.05,66.74,139432.0,CLX1,261287.0
2021-09-08,66.74,68.1,66.69,67.66,186533.0,CLX1,283390.0
2021-09-09,67.72,68.22,65.96,66.53,238497.0,CLX1,308231.0
2021-09-10,66.34,68.32,66.09,68.08,199522.0,CLX1,328204.0
2021-09-13,67.96,69.29,67.87,68.8,194027.0,CLX1,350482.0
2021-09-14,68.99,69.58,68.36,68.84,242418.0,CLX1,376080.0
2021-09-15,69.08,71.48,69.04,70.94,268425.0,CLX1,398366.0
2021-09-16,71.03,71.33,69.9,70.98,232723.0,CLX1,420489.0
2021-09-17,70.94,71.11,69.64,70.43,288461.0,CLX1,436205.0
2021-09-20,70.42,70.54,68.32,68.75,377947.0,CLX1,450195.0
2021-09-21,69.04,70.09,68.0,69.1,393403.0,CLX1,457547.0
2021-09-22,69.44,70.92,69.23,70.85,146899.0,CLZ1,321237.0
2021-09-23,70.56,72.06,70.25,71.91,185625.0,CLZ1,330475.0
2021-09-24,71.87,72.82,71.43,72.57,152837.0,CLZ1,338272.0
2021-09-27,72.79,74.31,72.75,74.04,207113.0,CLZ1,341738.0
2021-09-28,74.01,75.22,72.82,73.86,177681.0,CLZ1,345370.0
2021-09-29,72.91,74.35,72.33,73.46,169908.0,CLZ1,348862.0
2021-09-30,73.43,74.68,71.78,73.66,239145.0,CLZ1,347081.0
2021-10-01,73.7,74.64,72.88,74.54,169247.0,CLZ1,344897.0
2021-10-04,74.59,77.03,73.99,76.29,216820.0,CLZ1,344317.0
2021-10-05,76.25,78.05,76.13,77.53,238916.0,CLZ1,347554.0
2021-10-06,77.54,78.35,75.44,76.02,200174.0,CLZ1,347364.0
2021-10-07,75.59,77.5,73.63,76.92,265132.0,CLZ1,347664.0
2021-10-08,77.43,78.58,77.16,77.72,446498.0,CLZ1,333068.0
2021-10-11,77.97,80.04,77.91,78.88,452229.0,CLZ1,376766.0
2021-10-12,78.85,79.75,77.84,78.88,358195.0,CLZ1,401747.0
2021-10-13,78.79,79.32,77.74,78.78,304956.0,CLZ1,430140.0
2021-10-14,78.9,80.1,78.75,79.73,300565.0,CLZ1,451310.0
2021-10-15,79.89,80.96,79.82,80.69,284728.0,CLZ1,465906.0
2021-10-18,80.96,82.14,80.17,80.65,501073.0,CLZ1,481018.0
2021-10-19,80.54,81.95,80.04,81.4,531465.0,CLZ1,482107.0
2021-10-20,81.42,82.61,79.74,82.38,530693.0,CLZ1,483475.0
2021-10-21,82.45,82.71,79.79,81.36,169879.0,CLF2,306825.0
2021-10-22,81.43,82.92,80.62,82.5,173247.0,CLF2,322578.0
2021-10-25,82.64,83.83,82.24,82.61,255201.0,CLF2,314007.0
2021-10-26,82.61,83.51,81.97,83.36,171174.0,CLF2,297025.0
2021-10-27,83.11,83.21,80.84,81.48,142725.0,CLF2,295166.0
2021-10-28,81.05,81.85,79.37,81.46,155200.0,CLF2,297110.0
2021-10-29,81.71,81.96,80.14,81.78,173714.0,CLF2,287384.0
2021-11-01,81.58,83.07,81.05,82.45,150558.0,CLF2,296831.0
2021-11-02,82.3,82.86,82.22,82.58,11583.0,CLF2,
