,CL3 Comdty,CL3 Comdty,CL3 Comdty,CL3 Comdty,CL3 Comdty,CL3 Comdty,CL3 Comdty
2020-10-22,35.76,36.74,35.47,36.37,24886.0,CLG1,128505.0
2020-10-23,36.34,36.62,35.33,35.59,21402.0,CLG1,129521.0
2020-10-26,35.41,35.47,34.1,34.36,41941.0,CLG1,128263.0
2020-10-27,34.39,35.57,34.31,35.32,32254.0,CLG1,129912.0
2020-10-28,34.79,34.79,32.83,33.22,84536.0,CLG1,129989.0
2020-10-29,33.22,33.6,30.83,32.01,92892.0,CLG1,129229.0
2020-10-30,31.95,32.43,31.13,31.71,49646.0,CLG1,130024.0
2020-11-02,31.21,33.06,29.64,32.77,75595.0,CLG1,133774.0
2020-11-03,32.96,34.16,32.49,33.55,86546.0,CLG1,135952.0
2020-11-04,33.95,35.08,33.14,35.0,76840.0,CLG1,141269.0
2020-11-05,34.95,35.18,34.13,34.62,47279.0,CLG1,139816.0
2020-11-06,34.41,34.43,32.94,33.04,76140.0,CLG1,152003.0
2020-11-09,33.28,37.1,33.05,36.11,136129.0,CLG1,157845.0
2020-11-10,35.66,37.56,35.24,37.12,104926.0,CLG1,159442.0
2020-11-11,37.6,38.73,37.07,37.2,105988.0,CLG1,170079.0
2020-11-12,37.21,37.88,36.64,36.88,68802.0,CLG1,179050.0
2020-11-13,36.68,36.68,35.78,35.84,98807.0,CLG1,187303.0
2020-11-16,35.82,37.75,35.82,36.96,87533.0,CLG1,192303.0
2020-11-17,37.06,37.32,36.21,37.04,65269.0,CLG1,197552.0
2020-11-18,36.96,38.06,36.72,37.38,72255.0,CLG1,199929.0
2020-11-19,37.2,37.5,36.66,37.25,91908.0,CLG1,194451.0
2020-11-20,37.23,37.89,36.98,37.78,84709.0,CLG1,201771.0
2020-11-23,37.78,38.68,37.66,38.4,75566.0,CLH1,171928.0
2020-11-24,38.19,40.43,38.19,40.19,102119.0,CLH1,175463.0
2020-11-25,40.11,41.46,40.02,40.97,87933.0,CLH1,179395.0
2020-11-27,41.16,41.31,39.89,40.85,51599.0,CLH1,181268.0
2020-11-30,40.73,41.07,39.79,40.59,76081.0,CLH1,182697.0
2020-12-01,40.35,40.93,39.43,39.82,66561.0,CLH1,183486.0
2020-12-02,39.63,41.09,39.21,40.51,85614.0,CLH1,192213.0
2020-12-03,40.18,41.01,39.92,40.85,76174.0,CLH1,198680.0
2020-12-04,40.84,41.82,40.8,41.48,78641.0,CLH1,202850.0
2020-12-07,41.4,41.75,40.64,41.03,84324.0,CLH1,204442.0
2020-12-08,40.9,41.16,40.41,40.9,82286.0,CLH1,215353.0
2020-12-09,40.87,41.51,40.24,40.81,79462.0,CLH1,224628.0
2020-12-10,40.95,42.92,40.81,42.01,96291.0,CLH1,231878.0
2020-12-11,42.2,42.48,41.57,41.81,95928.0,CLH1,235155.0
2020-12-14,41.95,42.6,40.96,42.21,87234.0,CLH1,236714.0
2020-12-15,42.23,42.91,41.78,42.82,80419.0,CLH1,242662.0
2020-12-16,42.82,43.17,42.4,43.06,86387.0,CLH1,249473.0
2020-12-17,43.14,43.84,43.06,43.59,78087.0,CLH1,255007.0
2020-12-18,43.59,44.46,43.32,44.28,80134.0,CLH1,260671.0
2020-12-21,44.29,44.34,41.33,43.03,89138.0,CLH1,263082.0
2020-12-22,42.94,43.03,41.67,42.12,24824.0,CLJ1,119833.0
2020-12-23,41.88,43.53,41.28,43.19,30165.0,CLJ1,123192.0
2020-12-24,43.11,43.62,42.68,43.29,13347.0,CLJ1,122114.0
2020-12-28,43.24,44.0,42.58,42.73,23264.0,CLJ1,121297.0
2020-12-29,42.84,43.45,42.82,43.11,28880.0,CLJ1,124843.0
2020-12-30,43.22,43.72,42.73,43.43,34008.0,CLJ1,127926.0
2020-12-31,43.35,43.6,42.82,43.55,20791.0,CLJ1,131218.0
2021-01-04,43.42,44.87,42.29,42.73,76196.0,CLJ1,134374.0
2021-01-05,42.51,45.15,42.4,44.9,160398.0,CLJ1,131278.0
2021-01-06,44.82,45.76,44.38,45.53,158479.0,CLJ1,138479.0
2021-01-07,45.4,46.1,45.28,45.69,88873.0,CLJ1,143006.0
2021-01-08,45.77,47.5,45.69,47.05,96117.0,CLJ1,155955.0
2021-01-11,47.35,47.43,46.26,47.06,100427.0,CLJ1,161223.0
2021-01-12,46.99,48.21,46.89,48.02,86277.0,CLJ1,168807.0
2021-01-13,48.13,48.71,47.41,47.78,79360.0,CLJ1,175303.0
2021-01-14,47.7,48.54,47.14,48.39,126564.0,CLJ1,181894.0
2021-01-15,48.56,48.65,46.64,47.22,110143.0,CLJ1,194172.0
2021-01-19,46.74,47.95,46.6,47.76,136148.0,CLJ1,200511.0
2021-01-20,47.82,48.54,47.58,48.06,157178.0,CLJ1,215876.0
2021-01-21,47.66,48.17,47.51,47.95,66381.0,CLK1,140863.0
2021-01-22,47.93,47.97,46.32,47.12,63204.0,CLK1,142341.0
2021-01-25,47.01,47.74,46.68,47.58,44078.0,CLK1,144798.0
2021-01-26,47.68,47.99,47.12,47.44,50244.0,CLK1,144519.0
2021-01-27,47.59,48.06,46.7,47.61,62417.0,CLK1,154637.0
2021-01-28,47.4,48.28,46.83,47.14,54469.0,CLK1,156384.0
2021-01-29,46.97,48.0,46.77,46.96,47061.0,CLK1,158924.0
2021-02-01,46.75,48.46,46.45,48.27,60267.0,CLK1,163603.0
2021-02-02,48.17,49.86,48.17,49.44,117286.0,CLK1,167921.0
2021-02-03,49.75,50.94,49.47,50.36,119387.0,CLK1,195320.0
2021-02-04,50.65,51.2,50.01,50.88,81490.0,CLK1,204073.0
2021-02-05,51.12,51.89,51.1,51.48,87823.0,CLK1,211560.0
2021-02-08,51.65,52.77,51.62,52.63,81293.0,CLK1,225749.0
2021-02-09,52.76,53.28,52.01,53.05,137995.0,CLK1,238597.0
2021-02-10,53.1,53.55,52.79,53.39,100939.0,CLK1,249307.0
2021-02-11,53.14,53.37,52.57,52.96,107921.0,CLK1,256902.0
2021-02-12,52.65,54.46,52.14,54.14,150998.0,CLK1,272867.0
2021-02-16,54.54,55.1,54.17,54.86,276467.0,CLK1,278728.0
2021-02-17,55.05,56.35,54.36,55.84,197337.0,CLK1,289307.0
2021-02-18,56.36,56.87,54.6,55.27,189231.0,CLK1,285598.0
2021-02-19,54.93,55.13,53.44,54.14,235305.0,CLK1,265295.0
2021-02-22,53.9,57.01,53.7,56.48,158361.0,CLK1,261212.0
2021-02-23,57.02,57.78,55.57,56.54,131364.0,CLM1,267741.0
2021-02-24,56.22,58.37,55.92,58.1,115384.0,CLM1,261372.0
2021-02-25,58.32,58.67,57.61,58.28,130238.0,CLM1,265036.0
2021-02-26,58.15,58.26,56.08,56.32,101796.0,CLM1,271186.0
2021-03-01,56.73,57.75,54.92,55.54,125475.0,CLM1,282357.0
2021-03-02,55.08,56.09,54.35,54.75,121789.0,CLM1,290860.0
2021-03-03,54.48,56.88,54.27,56.27,149563.0,CLM1,308162.0
2021-03-04,56.1,59.69,55.55,58.73,224961.0,CLM1,311677.0
2021-03-05,59.07,61.33,58.68,61.03,157801.0,CLM1,318896.0
2021-03-08,61.58,62.87,59.62,60.1,138492.0,CLM1,328019.0
2021-03-09,59.76,61.04,58.88,59.27,186590.0,CLM1,337161.0
2021-03-10,59.06,60.13,58.38,59.67,161584.0,CLM1,345155.0
2021-03-11,59.9,61.4,59.76,61.24,120186.0,CLM1,355427.0
2021-03-12,61.19,61.44,60.64,60.94,94385.0,CLM1,370580.0
2021-03-15,60.89,61.73,59.59,60.78,102930.0,CLM1,370803.0
2021-03-16,60.64,60.82,59.26,60.26,127299.0,CLM1,369203.0
2021-03-17,60.26,60.78,59.08,60.03,178105.0,CLM1,355676.0
2021-03-18,59.84,60.26,53.78,55.52,298304.0,CLM1,330644.0
2021-03-19,55.12,57.22,54.54,56.89,244739.0,CLM1,314653.0
2021-03-22,57.06,57.49,55.85,57.07,135786.0,CLM1,310887.0
2021-03-23,56.76,56.82,53.02,53.48,164432.0,CLN1,165821.0
2021-03-24,53.14,56.95,53.12,56.8,101493.0,CLN1,176102.0
2021-03-25,56.39,56.47,53.18,54.24,77995.0,CLN1,175324.0
2021-03-26,54.06,56.96,54.06,56.6,97649.0,CLN1,179298.0
2021-03-29,56.52,57.35,55.1,57.14,81080.0,CLN1,184307.0
2021-03-30,57.47,57.83,55.59,56.19,68563.0,CLN1,188749.0
2021-03-31,56.15,56.82,54.59,54.87,81340.0,CLN1,194508.0
2021-04-01,55.2,57.42,54.64,57.19,113465.0,CLN1,202077.0
2021-04-02,,,,57.19,,CLN1,201877.0
2021-04-05,57.09,57.19,53.47,54.45,92041.0,CLN1,203952.0
2021-04-06,54.61,56.63,54.42,55.16,106195.0,CLN1,207135.0
2021-04-07,55.12,55.83,53.97,55.57,124256.0,CLN1,212331.0
2021-04-08,55.34,55.63,54.6,55.36,120263.0,CLN1,215660.0
2021-04-09,55.49,55.64,54.85,55.11,112697.0,CLN1,227845.0
2021-04-12,55.17,56.52,54.54,55.53,100680.0,CLN1,238414.0
2021-04-13,55.52,56.39,55.49,56.03,107552.0,CLN1,245618.0
2021-04-14,56.3,59.24,56.22,58.96,141275.0,CLN1,252114.0
2021-04-15,58.71,59.35,58.35,59.24,93144.0,CLN1,259717.0
2021-04-16,59.15,59.66,58.65,58.93,65665.0,CLN1,260846.0
2021-04-19,58.77,59.44,58.44,59.15,76850.0,CLN1,268073.0
2021-04-20,59.26,60.09,57.28,58.44,141634.0,CLN1,273762.0
2021-04-21,58.17,58.27,56.68,57.14,64268.0,CLQ1,166859.0
2021-04-22,56.95,57.65,56.45,57.2,62807.0,CLQ1,157442.0
2021-04-23,57.44,58.1,56.97,57.85,56836.0,CLQ1,157367.0
2021-04-26,57.82,58.02,56.41,57.65,39243.0,CLQ1,155650.0
2021-04-27,57.71,58.96,57.71,58.61,55552.0,CLQ1,157810.0
2021-04-28,58.7,60.15,58.36,59.57,71112.0,CLQ1,163619.0
2021-04-29,59.32,61.09,59.32,60.65,68285.0,CLQ1,177117.0
2021-04-30,60.55,60.56,58.82,59.27,64221.0,CLQ1,187561.0
2021-05-03,59.29,60.36,58.61,60.23,46302.0,CLQ1,194924.0
2021-05-04,60.22,61.93,60.04,61.46,93902.0,CLQ1,217492.0
2021-05-05,62.06,62.51,60.8,61.48,127076.0,CLQ1,243927.0
2021-05-06,61.16,61.81,60.4,60.6,80013.0,CLQ1,246163.0
2021-05-07,60.78,61.13,59.85,60.84,86019.0,CLQ1,256092.0
2021-05-10,61.13,61.73,59.95,60.91,81350.0,CLQ1,259270.0
2021-05-11,60.93,61.46,59.72,61.28,89939.0,CLQ1,259802.0
2021-05-12,61.48,62.59,60.98,62.08,100687.0,CLQ1,263965.0
2021-05-13,61.78,61.8,59.11,59.82,92592.0,CLQ1,261399.0
2021-05-14,59.82,61.49,59.32,61.29,100358.0,CLQ1,286540.0
2021-05-17,61.34,62.34,60.79,62.2,65149.0,CLQ1,295701.0
2021-05-18,62.25,62.93,60.11,61.46,93986.0,CLQ1,302504.0
2021-05-19,61.28,61.32,57.96,59.31,135526.0,CLQ1,305404.0
2021-05-20,59.31,59.87,57.64,57.92,131999.0,CLQ1,295562.0
2021-05-21,57.85,59.83,57.49,59.42,114210.0,CLU1,197881.0
2021-05-24,59.69,61.85,59.53,61.75,92629.0,CLU1,195127.0
2021-05-25,61.65,62.08,61.13,61.75,165155.0,CLU1,197308.0
2021-05-26,61.73,62.08,61.03,61.94,73885.0,CLU1,214100.0
2021-05-27,61.92,62.59,61.22,62.55,69063.0,CLU1,224085.0
2021-05-28,62.63,63.17,61.91,62.03,134428.0,CLU1,261705.0
2021-06-01,62.42,64.57,62.64,63.49,101786.0,CLU1,274008.0
2021-06-02,63.72,64.71,63.58,64.6,82726.0,CLU1,284614.0
2021-06-03,64.53,65.13,63.96,64.57,56645.0,CLU1,293655.0
2021-06-04,64.66,65.45,64.1,65.32,88681.0,CLU1,310548.0
2021-06-07,65.18,65.69,64.64,65.02,85660.0,CLU1,321247.0
2021-06-08,65.07,66.02,64.27,65.83,102792.0,CLU1,338655.0
2021-06-09,65.77,66.37,65.27,65.76,89033.0,CLU1,350320.0
2021-06-10,65.58,66.39,64.48,66.01,136459.0,CLU1,360127.0
2021-06-11,65.83,66.58,65.4,66.35,254070.0,CLU1,363738.0
2021-06-14,66.17,67.11,66.17,66.43,98117.0,CLU1,366405.0
2021-06-15,66.64,67.88,66.33,67.57,107902.0,CLU1,378236.0
2021-06-16,67.79,68.42,67.18,67.7,115067.0,CLU1,381140.0
2021-06-17,67.22,67.83,65.29,66.46,118957.0,CLU1,378079.0
2021-06-18,66.46,67.33,65.54,66.88,160990.0,CLU1,371036.0
2021-06-21,66.69,68.53,66.36,68.46,252018.0,CLU1,367571.0
2021-06-22,68.36,68.86,67.93,68.48,216177.0,CLU1,359602.0
2021-06-23,68.52,69.68,68.48,68.86,72340.0,CLV1,148075.0
2021-06-24,69.06,69.33,68.22,69.19,60757.0,CLV1,146390.0
2021-06-25,69.17,69.86,68.62,69.82,64729.0,CLV1,142635.0
2021-06-28,69.74,70.19,68.48,68.73,48679.0,CLV1,140169.0
2021-06-29,68.58,69.54,67.85,68.83,34918.0,CLV1,141994.0
2021-06-30,69.26,69.88,68.61,69.18,53081.0,CLV1,144944.0
2021-07-01,69.21,71.37,69.08,70.48,146363.0,CLV1,146307.0
2021-07-02,70.21,70.92,69.77,70.67,97815.0,CLV1,161296.0
2021-07-06,70.64,72.19,68.44,68.88,119353.0,CLV1,181454.0
2021-07-07,69.13,70.36,66.86,67.84,86357.0,CLV1,183342.0
2021-07-08,67.86,68.85,66.52,68.59,86615.0,CLV1,185073.0
2021-07-09,68.87,70.26,68.33,70.1,79741.0,CLV1,189848.0
2021-07-12,70.25,70.38,68.78,69.78,71984.0,CLV1,205523.0
2021-07-13,69.86,71.25,69.49,71.11,98126.0,CLV1,220753.0
2021-07-14,70.97,71.35,68.28,69.23,132264.0,CLV1,215034.0
2021-07-15,69.06,69.13,67.67,68.06,115091.0,CLV1,215466.0
2021-07-16,67.89,68.7,66.9,68.24,72833.0,CLV1,217162.0
2021-07-19,67.62,68.02,62.43,63.18,157547.0,CLV1,216451.0
2021-07-20,63.43,64.37,61.91,64.04,149477.0,CLV1,220490.0
2021-07-21,63.42,67.0,63.29,66.87,77018.0,CLX1,149956.0
2021-07-22,66.79,68.45,66.39,68.35,64748.0,CLX1,153963.0
2021-07-23,68.2,68.69,67.93,68.61,31537.0,CLX1,155373.0
2021-07-26,68.79,68.95,67.19,68.66,45602.0,CLX1,154034.0
2021-07-27,68.9,69.1,68.04,68.51,51309.0,CLX1,158669.0
2021-07-28,68.73,69.33,68.53,69.11,42116.0,CLX1,160821.0
2021-07-29,69.12,70.33,68.98,70.3,53129.0,CLX1,161423.0
2021-07-30,70.09,70.8,69.64,70.52,44636.0,CLX1,162883.0
2021-08-02,70.35,70.46,67.38,68.0,56375.0,CLX1,162411.0
2021-08-03,68.36,68.67,66.14,67.53,77858.0,CLX1,166302.0
2021-08-04,67.53,67.81,65.19,65.44,114429.0,CLX1,162383.0
2021-08-05,65.32,66.58,64.89,66.41,68154.0,CLX1,161957.0
2021-08-06,66.38,67.53,65.38,65.85,112788.0,CLX1,166568.0
2021-08-09,65.37,65.42,62.82,64.08,113981.0,CLX1,177594.0
2021-08-10,64.37,66.35,64.04,65.78,89796.0,CLX1,184002.0
2021-08-11,65.98,66.9,64.24,66.74,93681.0,CLX1,197247.0
2021-08-12,66.8,67.09,65.95,66.64,79283.0,CLX1,206553.0
2021-08-13,66.51,66.71,65.32,65.93,62436.0,CLX1,211711.0
2021-08-16,65.3,65.73,63.3,64.79,65014.0,CLX1,218196.0
2021-08-17,64.91,65.19,63.85,64.08,71199.0,CLX1,226576.0
2021-08-18,64.07,64.94,61.95,62.96,85449.0,CLX1,224188.0
2021-08-19,62.2,62.34,60.22,61.24,107549.0,CLX1,226337.0
2021-08-20,61.37,61.78,59.64,59.93,82527.0,CLX1,234037.0
2021-08-23,59.55,63.67,59.55,63.4,115164.0,CLZ1,258864.0
2021-08-24,63.37,65.51,63.19,65.3,93408.0,CLZ1,255127.0
2021-08-25,65.39,66.24,64.69,66.1,100402.0,CLZ1,254944.0
2021-08-26,65.81,66.0,64.76,65.13,93825.0,CLZ1,258349.0
2021-08-27,65.52,66.68,65.22,66.55,96086.0,CLZ1,262080.0
2021-08-30,67.04,67.41,65.67,67.0,94420.0,CLZ1,264920.0
2021-08-31,66.89,67.14,66.05,66.38,79145.0,CLZ1,263166.0
2021-09-01,66.36,67.09,65.09,66.44,114024.0,CLZ1,272927.0
2021-09-02,66.1,68.39,65.7,67.85,145035.0,CLZ1,288666.0
2021-09-03,67.59,68.36,67.02,67.23,97766.0,CLZ1,293188.0
2021-09-07,67.03,67.4,65.63,66.29,115671.0,CLZ1,292461.0
2021-09-08,66.27,67.6,66.24,67.14,143827.0,CLZ1,298610.0
2021-09-09,67.18,67.68,65.48,66.05,158884.0,CLZ1,300134.0
2021-09-10,65.91,67.79,65.6,67.57,113915.0,CLZ1,309416.0
2021-09-13,67.54,68.72,67.33,68.25,127740.0,CLZ1,303573.0
2021-09-14,68.39,68.99,67.81,68.27,126178.0,CLZ1,307790.0
2021-09-15,68.59,70.83,68.47,70.28,177875.0,CLZ1,315903.0
2021-09-16,70.33,70.66,69.31,70.35,119383.0,CLZ1,311585.0
2021-09-17,70.34,70.48,69.08,69.82,107631.0,CLZ1,310701.0
2021-09-20,69.82,69.92,67.75,68.17,121075.0,CLZ1,310578.0
2021-09-21,68.48,69.51,67.49,68.58,134274.0,CLZ1,314898.0
2021-09-22,68.94,70.38,68.75,70.31,50992.0,CLF2,140037.0
2021-09-23,69.98,71.45,69.72,71.33,78545.0,CLF2,138638.0
2021-09-24,71.27,72.17,70.88,71.98,50842.0,CLF2,138771.0
2021-09-27,72.15,73.68,72.14,73.44,71925.0,CLF2,140061.0
2021-09-28,73.36,74.57,72.22,73.24,64958.0,CLF2,142849.0
2021-09-29,72.38,73.72,71.76,72.9,59398.0,CLF2,149096.0
2021-09-30,72.82,74.09,71.27,73.1,86595.0,CLF2,153467.0
2021-10-01,73.17,74.13,72.34,74.03,81295.0,CLF2,160452.0
2021-10-04,74.12,76.49,73.5,75.79,87532.0,CLF2,169103.0
2021-10-05,75.75,77.46,75.63,77.0,117157.0,CLF2,183002.0
2021-10-06,77.12,77.77,74.95,75.5,84840.0,CLF2,190035.0
2021-10-07,75.1,76.9,73.16,76.36,125997.0,CLF2,207518.0
2021-10-08,76.82,77.88,76.5,76.94,203756.0,CLF2,228332.0
2021-10-11,77.16,79.09,77.1,78.16,255143.0,CLF2,236484.0
2021-10-12,78.06,78.88,77.15,78.1,149828.0,CLF2,252636.0
2021-10-13,77.9,78.5,76.97,78.03,100867.0,CLF2,264966.0
2021-10-14,78.17,79.31,77.99,78.96,108436.0,CLF2,272052.0
2021-10-15,79.1,80.06,79.1,79.79,108374.0,CLF2,284627.0
2021-10-18,80.05,81.04,79.22,79.65,157220.0,CLF2,291128.0
2021-10-19,79.45,80.86,79.09,80.41,188311.0,CLF2,293274.0
2021-10-20,80.39,81.39,78.87,81.29,178419.0,CLF2,306349.0
2021-10-21,81.3,81.51,78.75,80.13,81947.0,CLG2,90152.0
2021-10-22,80.09,81.31,79.37,80.98,101506.0,CLG2,91005.0
2021-10-25,81.12,82.13,80.86,81.21,142827.0,CLG2,94743.0
2021-10-26,81.28,82.05,80.69,81.89,77409.0,CLG2,101980.0
2021-10-27,81.61,81.74,79.5,80.09,70508.0,CLG2,107147.0
2021-10-28,79.7,80.33,78.01,79.95,67966.0,CLG2,108313.0
2021-10-29,80.22,80.45,78.7,79.98,81904.0,CLG2,109680.0
2021-11-01,79.99,81.18,79.28,80.71,76585.0,CLG2,116754.0
2021-11-02,80.54,81.15,80.49,80.94,6042.0,CLG2,
