,XUC3 Curncy,XUC3 Curncy,XUC3 Curncy,XUC3 Curncy,XUC3 Curncy,XUC3 Curncy,XUC3 Curncy
2020-12-16,6.6996,6.7189,6.688,6.6843,63.0,XUCU1,2245.0
2020-12-17,6.6897,6.6897,6.6739,6.6858,247.0,XUCU1,2224.0
2020-12-18,6.6862,6.7,6.6838999999999995,6.6988,41.0,XUCU1,2223.0
2020-12-21,6.689,6.7157,6.689,6.7255,78.0,XUCU1,2214.0
2020-12-22,6.7267,6.729,6.7063,6.7136,175.0,XUCU1,2173.0
2020-12-23,6.7117,6.714,6.7096,6.697,82.0,XUCU1,2122.0
2020-12-24,6.7027,6.7027,6.6845,6.6964,193.0,XUCU1,1998.0
2020-12-25,6.689,6.6893,6.6827,6.6841,62.0,XUCU1,2022.0
2020-12-28,6.6897,6.6918,6.6862,6.7046,57.0,XUCU1,2000.0
2020-12-29,6.7071,6.7071,6.6947,6.6941,60.0,XUCU1,2008.0
2020-12-30,6.6867,6.6867,6.6743,6.6866,47.0,XUCU1,1995.0
2020-12-31,6.6809,6.6809,6.6664,6.6818,58.0,XUCU1,1991.0
2021-01-04,6.6714,6.6727,6.6027000000000005,6.6122,416.0,XUCU1,2193.0
2021-01-05,6.611,6.6152,6.5735,6.6064,217.0,XUCU1,2235.0
2021-01-06,6.599,6.6052,6.5867,6.5977,151.0,XUCU1,2283.0
2021-01-07,6.5905000000000005,6.5998,6.5863,6.6089,209.0,XUCU1,2384.0
2021-01-08,6.6081,6.6234,6.6001,6.61,167.0,XUCU1,2408.0
2021-01-11,6.603,6.6396,6.603,6.6299,356.0,XUCU1,2487.0
2021-01-12,6.6288,6.6339,6.6042,6.6065000000000005,307.0,XUCU1,2569.0
2021-01-13,6.6076,6.6136,6.5936,6.6094,131.0,XUCU1,2524.0
2021-01-14,6.6103,6.6177,6.6062,6.612,279.0,XUCU1,2561.0
2021-01-15,6.6072,6.6266,6.6072,6.6322,203.0,XUCU1,2601.0
2021-01-18,6.6295,6.6589,6.6274999999999995,6.6644,88.0,XUCU1,2630.0
2021-01-19,6.6461,6.6544,6.6429,6.6406,198.0,XUCU1,2734.0
2021-01-20,6.6363,6.6367,6.6162,6.6237,83.0,XUCU1,2744.0
2021-01-21,6.6243,6.6243,6.6065000000000005,6.6149000000000004,94.0,XUCU1,2784.0
2021-01-22,6.61,6.6385,6.6087,6.6385,402.0,XUCU1,2988.0
2021-01-25,6.6371,6.649,6.6346,6.6504,94.0,XUCU1,2991.0
2021-01-26,6.6451,6.6452,6.6356,6.6462,558.0,XUCU1,3373.0
2021-01-27,6.6336,6.6342,6.6291,6.6434999999999995,137.0,XUCU1,3412.0
2021-01-28,6.6472999999999995,6.6673,6.6472999999999995,6.6585,351.0,XUCU1,3422.0
2021-01-29,6.6523,6.6552,6.6189,6.6218,685.0,XUCU1,3743.0
2021-02-01,6.612,6.631,6.6032,6.6322,194.0,XUCU1,3761.0
2021-02-02,6.6204,6.6266,6.6152999999999995,6.6234,69.0,XUCU1,3772.0
2021-02-03,6.6167,6.6289,6.6166,6.6301,71.0,XUCU1,3788.0
2021-02-04,6.6213,6.6238,6.6185,6.6339,161.0,XUCU1,3852.0
2021-02-05,6.63,6.6485,6.6295,6.6392,156.0,XUCU1,3889.0
2021-02-08,6.6307,6.6307,6.6162,6.6186,142.0,XUCU1,3948.0
2021-02-09,6.6149000000000004,6.621,6.5875,6.5846,463.0,XUCU1,4229.0
2021-02-10,6.5881,6.5881,6.5776,6.5893,233.0,XUCU1,4369.0
2021-02-11,6.5853,6.5904,6.5783000000000005,6.584,8.0,XUCU1,4374.0
2021-02-12,,,,6.5961,,XUCU1,4374.0
2021-02-15,,,,6.5656,,XUCU1,4373.0
2021-02-16,6.5626999999999995,6.5769,6.5592,6.5752,85.0,XUCU1,4379.0
2021-02-17,6.5727,6.6085,6.5715,6.6059,467.0,XUCU1,4766.0
2021-02-18,6.6019,6.6253,6.5926,6.6188,330.0,XUCU1,4882.0
2021-02-19,6.6297,6.6305,6.6048,6.6075,104.0,XUCU1,4888.0
2021-02-22,6.6082,6.6303,6.6078,6.6301,356.0,XUCU1,4953.0
2021-02-23,6.6248000000000005,6.6347000000000005,6.6154,6.6256,364.0,XUCU1,5036.0
2021-02-24,6.6319,6.6319,6.6045,6.6036,83.0,XUCU1,5054.0
2021-02-25,6.6047,6.6201,6.6047,6.6084,480.0,XUCU1,5226.0
2021-02-26,6.6112,6.6481,6.6103,6.6377,424.0,XUCU1,5435.0
2021-03-01,6.6359,6.6444,6.6197,6.6273,83.0,XUCU1,5434.0
2021-03-02,6.6323,6.6345,6.6279,6.6365,222.0,XUCU1,5413.0
2021-03-03,6.6306,6.6306,6.6216,6.6251999999999995,112.0,XUCZ1,3552.0
2021-03-04,6.6233,6.6286000000000005,6.6233,6.6308,20.0,XUCZ1,3532.0
2021-03-05,6.6277,6.6442,6.6277,6.6521,31.0,XUCZ1,3545.0
2021-03-08,6.6486,6.697,6.6486,6.7083,50.0,XUCZ1,3558.0
2021-03-09,6.7026,6.7026,6.6894,6.6823,40.0,XUCZ1,3585.0
2021-03-10,6.6806,6.6821,6.6686,6.6729,62.0,XUCZ1,3588.0
2021-03-11,6.673,6.673,6.6486,6.6455,57.0,XUCZ1,3586.0
2021-03-12,6.6287,6.6602,6.6286000000000005,6.6693999999999996,272.0,XUCZ1,3729.0
2021-03-15,6.6624,6.6722,6.6499,6.6609,229.0,XUCZ1,3886.0
2021-03-16,6.6651,6.6651,6.6486,6.6572,98.0,XUCZ1,3919.0
2021-03-17,6.6549,6.6599,6.6536,6.6607,76.0,XUCZ1,3946.0
2021-03-18,6.6658,6.6676,6.6425,6.6603,169.0,XUCZ1,4051.0
2021-03-19,6.6645,6.6779,6.6607,6.6702,319.0,XUCZ1,4240.0
2021-03-22,6.6666,6.6728,6.6601,6.6669,330.0,XUCZ1,4378.0
2021-03-23,6.6589,6.665,6.6578,6.6716,110.0,XUCZ1,4440.0
2021-03-24,6.664,6.6802,6.6631,6.6769,94.0,XUCZ1,4476.0
2021-03-25,6.6806,6.6896,6.6806,6.6961,50.0,XUCZ1,4454.0
2021-03-26,6.6996,6.7051,6.6971,6.698,11.0,XUCZ1,4459.0
2021-03-29,6.698,6.71,6.6947,6.7211,91.0,XUCZ1,4480.0
2021-03-30,6.7186,6.7339,6.7186,6.7278,492.0,XUCZ1,4732.0
2021-03-31,6.7316,6.7316,6.7139,6.7152,103.0,XUCZ1,4715.0
2021-04-01,6.7062,6.73,6.7062,6.7353,80.0,XUCZ1,4752.0
2021-04-02,6.7287,6.729,6.7248,6.7208,33.0,XUCZ1,4757.0
2021-04-05,,,,6.7276,,XUCZ1,4759.0
2021-04-06,6.7092,6.7142,6.7014,6.708,66.0,XUCZ1,4807.0
2021-04-07,6.6893,6.6951,6.6893,6.6987,12.0,XUCZ1,4777.0
2021-04-08,6.6986,6.6986,6.6946,6.7017,6.0,XUCZ1,4780.0
2021-04-09,6.6973,6.7101,6.6941,6.71,89.0,XUCZ1,4821.0
2021-04-12,6.7089,6.709,6.6961,6.6975999999999996,283.0,XUCZ1,4911.0
2021-04-13,6.6973,6.7023,6.6916,6.6944,168.0,XUCZ1,4905.0
2021-04-14,6.6949,6.6955,6.6786,6.6786,36.0,XUCZ1,4869.0
2021-04-15,6.6769,6.6831,6.6676,6.6699,69.0,XUCZ1,4834.0
2021-04-16,6.6706,6.6779,6.6683,6.6675,81.0,XUCZ1,4834.0
2021-04-19,6.6629000000000005,6.6655999999999995,6.6466,6.648,131.0,XUCZ1,4846.0
2021-04-20,6.6464,6.649,6.6286000000000005,6.6339,27.0,XUCZ1,4849.0
2021-04-21,6.6357,6.6366,6.6346,6.6343,21.0,XUCZ1,4865.0
2021-04-22,6.6233,6.6234,6.6158,6.6221,185.0,XUCZ1,4762.0
2021-04-23,6.622,6.6266,6.6186,6.6271,139.0,XUCZ1,4802.0
2021-04-26,6.623,6.6268,6.6164,6.6164,91.0,XUCZ1,4749.0
2021-04-27,6.6149000000000004,6.616,6.6046,6.6146,155.0,XUCZ1,4766.0
2021-04-28,6.6096,6.6142,6.6091999999999995,6.6139,295.0,XUCZ1,4885.0
2021-04-29,6.6124,6.6124,6.5896,6.596,547.0,XUCZ1,5150.0
2021-04-30,6.5965,6.601,6.5902,6.5947,349.0,XUCZ1,4911.0
2021-05-03,6.6072,6.6075,6.6062,6.6111,18.0,XUCZ1,4908.0
2021-05-04,6.6104,6.6152,6.6104,6.6171,4.0,XUCZ1,4908.0
2021-05-05,6.6161,6.6222,6.6122,6.618,43.0,XUCZ1,4899.0
2021-05-06,6.6154,6.6188,6.5994,6.6009,112.0,XUCZ1,4910.0
2021-05-07,6.598,6.5991,6.5761,6.5744,258.0,XUCZ1,4839.0
2021-05-10,6.5718,6.5733,6.5274,6.5281,389.0,XUCZ1,4646.0
2021-05-11,6.524,6.5436,6.5235,6.5386,258.0,XUCZ1,4638.0
2021-05-12,6.5396,6.558,6.538,6.5586,100.0,XUCZ1,4683.0
2021-05-13,6.5579,6.5776,6.5579,6.5785,299.0,XUCZ1,4716.0
2021-05-14,6.57,6.5711,6.5497,6.5578,314.0,XUCZ1,4853.0
2021-05-17,6.554,6.559,6.5538,6.5622,66.0,XUCZ1,4854.0
2021-05-18,6.5542,6.5542,6.5387,6.5429,183.0,XUCZ1,4871.0
2021-05-19,6.5382,6.5514,6.5378,6.5555,255.0,XUCZ1,4929.0
2021-05-20,6.5536,6.5542,6.5411,6.5545,645.0,XUCZ1,5398.0
2021-05-21,6.5440000000000005,6.5489,6.5411,6.5436,144.0,XUCZ1,5435.0
2021-05-24,6.5396,6.5511,6.538,6.5416,211.0,XUCZ1,5536.0
2021-05-25,6.5286,6.5286,6.5061,6.5114,143.0,XUCZ1,5560.0
2021-05-26,6.5081,6.5181000000000004,6.4879,6.4921,389.0,XUCZ1,5749.0
2021-05-27,6.4885,6.4951,6.4734,6.4795,219.0,XUCZ1,5831.0
2021-05-28,6.4724,6.4872,6.4636,6.4719,502.0,XUCZ1,6098.0
2021-05-31,6.4739,6.4822,6.4584,6.4765,562.0,XUCZ1,6071.0
2021-06-01,,,,6.4843,,XUCF2,
2021-06-02,,,,6.4894,,XUCF2,
2021-06-03,,,,6.4926,,XUCF2,
2021-06-04,,,,6.5142,,XUCF2,
2021-06-07,,,,6.4994,,XUCF2,
2021-06-08,,,,6.5027,,XUCF2,
2021-06-09,,,,6.4906,,XUCF2,
2021-06-10,,,,6.489,,XUCF2,
2021-06-11,,,,6.4938,,XUCF2,
2021-06-14,,,,6.5195,,XUCF2,
2021-06-15,,,,6.5081,,XUCF2,
2021-06-16,,,,6.4995,,XUCF2,
2021-06-17,,,,6.5439,,XUCF2,
2021-06-18,,,,6.5515,,XUCF2,
2021-06-21,,,,6.5782,,XUCF2,
2021-06-22,,,,6.5903,,XUCF2,
2021-06-23,,,,6.5886,,XUCF2,
2021-06-24,,,,6.573,,XUCF2,
2021-06-25,,,,6.5579,,XUCF2,
2021-06-28,,,,6.5638,,XUCF2,
2021-06-29,,,,6.5634,,XUCF2,
2021-06-30,,,,6.5637,,XUCF2,
2021-07-01,,,,6.5725,,XUCF2,
2021-07-02,,,,6.5912,,XUCF2,
2021-07-05,,,,6.5643,,XUCF2,
2021-07-06,,,,6.57,,XUCF2,
2021-07-07,,,,6.568,,XUCF2,
2021-07-08,,,,6.5907,,XUCF2,
2021-07-09,,,,6.594,,XUCF2,
2021-07-12,,,,6.5773,,XUCF2,
2021-07-13,,,,6.5693,,XUCF2,
2021-07-14,,,,6.575,,XUCF2,
2021-07-15,,,,6.5568,,XUCF2,
2021-07-16,,,,6.5682,,XUCF2,
2021-07-19,,,,6.5922,,XUCF2,
2021-07-20,,,,6.5866,,XUCF2,
2021-07-21,,,,6.5756,,XUCF2,
2021-07-22,,,,6.5649999999999995,,XUCF2,
2021-07-23,,,,6.5782,,XUCF2,
2021-07-26,,,,6.585,,XUCF2,
2021-07-27,,,,6.6142,,XUCF2,
2021-07-28,,,,6.6138,,XUCF2,
2021-07-29,,,,6.5616,,XUCF2,
2021-07-30,,,,6.5599,,XUCF2,
2021-08-02,,,,6.5582,,XUCF2,
2021-08-03,,,,6.5594,,XUCF2,
2021-08-04,,,,6.5521,,XUCF2,
2021-08-05,,,,6.5495,,XUCF2,
2021-08-06,,,,6.5597,,XUCF2,
2021-08-09,,,,6.5713,,XUCF2,
2021-08-10,,,,6.5792,,XUCF2,
2021-08-11,,,,6.5834,,XUCF2,
2021-08-12,,,,6.5678,,XUCF2,
2021-08-13,,,,6.5774,,XUCF2,
2021-08-16,,,,6.568,,XUCF2,
2021-08-17,,,,6.5738,,XUCF2,
2021-08-18,,,,6.5744,,XUCF2,
2021-08-19,,,,6.5814,,XUCF2,
2021-08-20,,,,6.5905000000000005,,XUCF2,
2021-08-23,,,,6.5729,,XUCF2,
2021-08-24,,,,6.5668,,XUCF2,
2021-08-25,,,,6.5577,,XUCF2,
2021-08-26,,,,6.5629,,XUCF2,
2021-08-27,,,,6.5612,,XUCG2,
2021-08-30,,,,6.5486,,XUCG2,
2021-08-31,,,,6.5401,,XUCG2,
2021-09-01,,,,6.547,,XUCG2,
2021-09-02,,,,6.5362,,XUCG2,
2021-09-03,,,,6.5242,,XUCG2,
2021-09-06,,,,6.5306,,XUCG2,
2021-09-07,,,,6.5402000000000005,,XUCG2,
2021-09-08,,,,6.536,,XUCG2,
2021-09-09,,,,6.5306999999999995,,XUCG2,
2021-09-10,,,,6.5113,,XUCG2,
2021-09-13,,,,6.5303,,XUCG2,
2021-09-14,,,,6.5202,,XUCG2,
2021-09-15,,,,6.5069,,XUCG2,
2021-09-16,,,,6.5211,,XUCG2,
2021-09-17,,,,6.5282,,XUCG2,
2021-09-20,,,,6.561,,XUCG2,
2021-09-21,,,,6.5544,,XUCG2,
2021-09-22,,,,6.5461,,XUCG2,
2021-09-23,,,,6.5303,,XUCG2,
2021-09-24,,,,6.5367,,XUCG2,
2021-09-27,,,,6.5346,,XUCG2,
2021-09-28,,,,6.5292,,XUCG2,
2021-09-29,,,,6.5339,,XUCG2,
2021-09-30,,,,6.5317,,XUCG2,
2021-10-01,,,,6.5043,,XUCG2,
2021-10-04,,,,6.5191,,XUCG2,
2021-10-05,,,,6.5136,,XUCG2,
2021-10-06,,,,6.5316,,XUCG2,
2021-10-07,,,,6.5195,,XUCG2,
2021-10-08,,,,6.5184,,XUCG2,
2021-10-11,,,,6.5168,,XUCG2,
2021-10-12,,,,6.5209,,XUCG2,
2021-10-13,,,,6.5129,,XUCG2,
2021-10-14,,,,6.4981,,XUCG2,
2021-10-15,,,,6.4932,,XUCG2,
2021-10-18,,,,6.493,,XUCG2,
2021-10-19,6.4719,6.4719,6.4692,6.4445,12.0,XUCG2,10.0
2021-10-20,6.4431,6.4487,6.4431,6.4507,49.0,XUCG2,35.0
2021-10-21,6.4496,6.4589,6.4496,6.4545,95.0,XUCG2,113.0
2021-10-22,6.4465,6.4536999999999995,6.4444,6.4413,46.0,XUCG2,123.0
2021-10-25,6.4425,6.4442,6.4352,6.4419,17.0,XUCG2,108.0
2021-10-26,6.4347,6.4347,6.4347,6.434,2.0,XUCG2,106.0
2021-10-27,6.445,6.445,6.445,6.4472,68.0,XUCG2,162.0
2021-10-28,6.4442,6.4559,6.4424,6.4494,78.0,XUCG2,218.0
2021-10-29,6.4488,6.4488,6.4396,6.4468,147.0,XUCG2,280.0
2021-11-01,6.4597999999999995,6.4597999999999995,6.4536,6.4486,50.0,XUCG2,296.0
2021-11-02,6.4503,6.4503,6.4451,6.4451,,XUCG2,
